Timestamp,Price,Biomass,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore,Load Forecast (MW),Actual Aggregated,Hour
2022-01-01 00:00:00+01:00,124.7,20.5,1719.25,2373.75,0.0,485.0,2565.75,0.0,408.5,1865.5,1564.25,11532.25,11543.0,0
2022-01-01 01:00:00+01:00,124.7,21.25,1828.0,2238.25,0.0,485.0,2419.75,0.0,407.25,1839.5,1477.75,11085.0,10941.0,1
2022-01-01 02:00:00+01:00,134.0,21.25,1961.5,2110.0,0.0,485.0,2405.25,0.0,407.75,1429.25,1369.0,10805.5,10757.0,2
2022-01-01 03:00:00+01:00,58.8,21.25,1668.75,1894.0,0.0,485.0,2155.75,0.0,408.25,1349.25,1403.0,10676.25,10802.0,3
2022-01-01 04:00:00+01:00,37.67,21.5,1659.5,1719.5,0.0,485.0,2108.75,0.0,411.25,1436.0,1410.0,10644.0,10765.0,4
2022-01-01 05:00:00+01:00,39.7,21.0,1671.5,1662.75,0.0,485.0,2076.25,0.0,412.75,1405.75,1293.0,10802.25,10904.0,5
2022-01-01 06:00:00+01:00,40.59,21.5,1480.0,1667.75,0.0,485.0,1812.5,0.0,420.5,1564.25,1218.5,11163.0,11282.0,6
2022-01-01 07:00:00+01:00,43.26,20.75,1645.75,1667.25,0.0,485.0,1909.25,0.0,422.25,1576.5,1016.5,11867.25,12177.0,7
2022-01-01 08:00:00+01:00,49.66,21.0,1663.75,1687.0,0.0,485.0,1756.5,0.0,415.5,1465.75,1114.5,12739.5,13198.0,8
2022-01-01 09:00:00+01:00,70.05,21.0,1597.75,1729.0,0.0,485.0,2051.0,5.75,415.25,1503.25,1200.25,13269.0,13645.0,9
2022-01-01 10:00:00+01:00,76.79,21.0,1495.0,1730.0,0.0,485.0,2242.75,23.5,418.0,1858.25,1300.75,13158.25,13751.0,10
2022-01-01 11:00:00+01:00,84.1,20.75,1629.75,1731.25,0.0,485.0,2744.5,35.25,420.25,2041.0,1382.25,12901.75,13784.0,11
2022-01-01 12:00:00+01:00,94.74,21.0,1773.75,1740.0,0.0,485.0,3151.25,39.25,420.25,2153.5,1422.75,12721.75,13440.0,12
2022-01-01 13:00:00+01:00,96.8,20.75,1801.75,1767.5,0.0,485.0,3343.75,31.5,416.75,2178.0,1516.5,12621.75,13216.0,13
2022-01-01 14:00:00+01:00,97.17,21.0,1748.0,1885.25,0.0,485.0,3249.5,21.75,418.5,2186.5,1549.0,12730.75,13366.0,14
2022-01-01 15:00:00+01:00,101.27,20.0,1759.5,1961.75,0.0,484.5,3072.75,15.5,417.75,2141.0,1577.75,13133.75,13336.0,15
2022-01-01 16:00:00+01:00,126.6,20.5,1990.25,2166.5,0.0,484.0,3347.5,1.25,420.0,1951.75,1635.75,13844.5,13826.0,16
2022-01-01 17:00:00+01:00,149.97,21.0,2023.25,2195.0,0.0,484.0,4052.75,0.0,417.0,2056.0,1747.5,14728.5,14407.0,17
2022-01-01 18:00:00+01:00,146.33,21.0,1989.5,2172.5,0.0,484.0,4104.5,0.0,413.25,2182.25,1795.25,14577.5,14648.0,18
2022-01-01 19:00:00+01:00,140.28,20.75,1914.25,2090.0,0.0,484.0,3932.75,0.0,419.75,2215.25,1799.25,13935.75,13494.0,19
2022-01-01 20:00:00+01:00,121.88,21.0,1774.75,1952.25,0.0,484.0,3580.25,0.0,424.0,2172.5,1721.0,13413.5,11962.0,20
2022-01-01 21:00:00+01:00,102.61,21.0,1741.0,1771.25,0.0,484.0,2932.75,0.0,422.5,1938.25,1592.5,12864.0,11321.0,21
2022-01-01 22:00:00+01:00,97.46,21.0,1873.75,1755.25,0.0,485.0,2741.5,0.0,424.5,1937.75,1462.75,12399.0,10757.0,22
2022-01-01 23:00:00+01:00,85.16,21.0,1822.75,1766.0,0.0,485.0,2868.0,0.0,427.5,2072.0,1391.5,11811.0,10481.0,23
2022-01-02 00:00:00+01:00,57.08,20.5,1525.0,1754.0,0.0,485.25,2513.75,0.0,429.5,2039.75,1425.25,11287.0,10165.5,0
2022-01-02 01:00:00+01:00,52.59,20.5,1494.5,1705.0,0.0,485.5,2608.0,0.0,417.0,2049.0,1629.25,10800.25,9992.5,1
2022-01-02 02:00:00+01:00,48.97,20.25,1496.0,1656.5,0.0,485.25,2570.25,0.0,418.75,2152.0,1637.5,10536.25,9876.0,2
2022-01-02 03:00:00+01:00,34.94,21.0,1516.75,1545.25,0.0,485.25,2634.0,0.0,415.75,2202.0,1542.5,10382.25,9739.0,3
2022-01-02 04:00:00+01:00,29.56,21.0,1508.75,1482.25,0.0,485.25,2802.75,0.0,423.0,2157.25,1620.5,10369.5,9675.5,4
2022-01-02 05:00:00+01:00,33.97,21.0,1496.75,1491.25,0.0,485.0,2919.0,0.0,420.0,2037.5,1761.0,10502.5,9746.25,5
2022-01-02 06:00:00+01:00,34.52,20.75,1522.0,1480.25,0.0,485.0,2945.75,0.0,426.5,1941.75,1778.5,10735.0,9663.25,6
2022-01-02 07:00:00+01:00,41.8,20.75,1531.0,1483.75,0.0,485.0,3076.25,0.0,430.75,2109.75,1813.25,11170.5,9860.75,7
2022-01-02 08:00:00+01:00,48.95,21.0,1547.75,1570.5,0.0,485.0,3266.25,0.0,423.25,2108.75,1914.0,11870.0,10228.5,8
2022-01-02 09:00:00+01:00,60.01,21.0,1557.0,1633.25,0.0,485.0,3646.75,1.5,424.25,2110.25,2053.0,12499.25,10531.75,9
2022-01-02 10:00:00+01:00,70.09,21.0,1578.5,1670.5,0.0,485.0,3954.5,13.5,424.5,2147.75,2018.0,12783.0,11003.5,10
2022-01-02 11:00:00+01:00,66.26,21.0,1567.5,1672.25,0.0,485.0,4274.0,18.0,423.5,2204.5,1978.0,12842.5,11241.75,11
2022-01-02 12:00:00+01:00,64.54,21.0,1622.5,1665.25,0.0,485.5,4579.5,17.75,421.0,2177.5,2107.75,12968.75,11415.25,12
2022-01-02 13:00:00+01:00,46.96,21.0,1634.25,1663.0,0.0,486.0,4635.0,19.75,426.75,2135.5,2081.5,12986.0,11435.25,13
2022-01-02 14:00:00+01:00,49.06,21.0,1577.25,1692.75,0.0,486.0,4121.0,22.25,426.0,2172.5,1970.25,12989.0,11407.75,14
2022-01-02 15:00:00+01:00,74.99,20.5,1624.75,1702.75,0.0,486.0,3637.25,10.0,425.25,2200.5,1936.0,13112.5,11445.75,15
2022-01-02 16:00:00+01:00,85.0,20.5,1684.5,1783.25,0.0,485.25,3647.25,0.5,421.75,2115.0,1802.0,13546.75,11654.5,16
2022-01-02 17:00:00+01:00,100.0,21.0,1780.25,1980.75,0.0,485.0,3959.25,0.0,413.0,2185.0,1765.75,14382.75,12602.75,17
2022-01-02 18:00:00+01:00,109.9,21.0,1865.0,2171.0,0.0,484.75,4275.5,0.0,415.25,2179.75,1695.5,14238.0,12870.75,18
2022-01-02 19:00:00+01:00,99.9,21.0,1720.0,2036.5,0.0,484.0,3734.75,0.0,401.0,2209.5,1701.25,13728.25,12467.5,19
2022-01-02 20:00:00+01:00,77.0,21.0,1677.75,1835.75,0.0,484.0,3583.5,0.0,405.0,2162.5,1798.25,13165.75,12268.5,20
2022-01-02 21:00:00+01:00,46.16,21.0,1667.0,1694.25,0.0,484.0,3415.5,0.0,402.75,2066.0,1946.75,12627.75,11382.0,21
2022-01-02 22:00:00+01:00,46.29,21.0,1610.75,1649.0,0.0,484.25,3506.0,0.0,394.75,2097.5,2058.5,12083.5,10649.0,22
2022-01-02 23:00:00+01:00,32.93,21.0,1592.0,1486.25,0.0,484.75,3518.75,0.0,393.0,2097.5,2081.5,11504.0,9892.25,23
2022-01-03 00:00:00+01:00,0.31,20.5,1668.5,1225.5,0.0,484.5,3849.5,0.0,384.25,2162.75,2116.5,10968.25,9205.25,0
2022-01-03 01:00:00+01:00,-0.01,20.5,1659.75,1190.25,0.0,485.0,3830.5,0.0,384.75,1653.75,2132.25,10669.75,8975.0,1
2022-01-03 02:00:00+01:00,-0.07,21.0,1663.0,1172.25,0.0,485.0,3820.25,0.0,392.5,1643.25,2136.0,10483.75,8934.5,2
2022-01-03 03:00:00+01:00,-1.05,21.0,1654.5,1178.25,0.0,485.0,3681.75,0.0,381.5,1640.0,2037.5,10471.25,8879.0,3
2022-01-03 04:00:00+01:00,-1.0,21.0,1719.0,1171.75,0.0,485.0,3655.25,0.0,378.25,1704.5,2002.0,10603.25,8927.25,4
2022-01-03 05:00:00+01:00,0.0,21.0,1730.5,1200.0,0.0,485.0,3578.25,0.0,387.5,1910.25,2058.5,11079.5,9565.5,5
2022-01-03 06:00:00+01:00,35.97,21.0,1596.5,1253.5,0.0,484.5,3588.0,0.0,378.5,2145.5,2032.5,12108.75,11633.5,6
2022-01-03 07:00:00+01:00,90.34,21.0,1643.75,1575.5,0.0,484.25,3692.25,0.0,375.0,2150.25,2026.75,13606.25,13394.0,7
2022-01-03 08:00:00+01:00,120.0,20.75,1722.75,1841.5,0.0,483.75,3819.5,0.0,393.5,2174.5,2032.5,14867.5,13883.25,8
2022-01-03 09:00:00+01:00,129.9,20.75,1730.75,1868.25,0.0,484.0,3938.5,6.75,384.0,2206.75,2030.0,15248.5,14248.75,9
2022-01-03 10:00:00+01:00,119.04,21.0,1777.75,1885.5,0.0,484.75,4270.5,26.5,379.25,2204.75,2022.0,15109.5,14601.25,10
2022-01-03 11:00:00+01:00,119.19,21.0,1796.5,1955.25,0.0,485.0,4792.75,48.5,362.75,2203.5,2019.5,14910.5,14394.0,11
2022-01-03 12:00:00+01:00,120.0,21.0,1754.5,2243.75,0.0,485.0,4991.75,61.75,363.25,2211.75,2032.0,14732.5,14155.0,12
2022-01-03 13:00:00+01:00,122.62,20.75,1892.75,2331.5,0.0,485.0,4859.0,63.25,356.25,2207.25,2022.25,14682.5,14114.25,13
2022-01-03 14:00:00+01:00,138.18,20.75,1992.0,2276.75,0.0,485.0,4470.0,35.25,359.25,2211.5,2013.75,14782.75,14045.5,14
2022-01-03 15:00:00+01:00,143.1,20.75,2122.5,2321.25,0.0,485.0,4200.75,10.5,364.75,2210.25,1921.25,15078.75,14125.75,15
2022-01-03 16:00:00+01:00,136.0,21.0,2348.0,2419.0,0.0,485.25,4509.75,0.5,364.5,2197.75,1883.25,15651.25,14455.25,16
2022-01-03 17:00:00+01:00,148.49,20.75,3074.75,2919.75,0.0,485.0,4937.0,0.0,356.0,2146.25,1847.0,16360.0,15126.75,17
2022-01-03 18:00:00+01:00,214.0,20.75,3503.25,3136.0,0.0,485.0,5136.25,0.0,361.0,1996.25,1783.5,15787.75,15226.25,18
2022-01-03 19:00:00+01:00,192.0,20.75,3324.0,3154.75,0.0,485.0,4747.0,0.0,368.5,1985.25,1707.75,15140.25,14837.5,19
2022-01-03 20:00:00+01:00,149.8,21.0,2760.5,2912.5,0.0,485.0,3916.75,0.0,366.75,1843.25,1635.75,14407.75,14236.25,20
2022-01-03 21:00:00+01:00,144.22,20.75,2296.5,2595.75,0.0,485.0,3728.0,0.0,367.0,1647.0,1555.75,13703.75,13227.25,21
2022-01-03 22:00:00+01:00,130.0,21.0,2163.5,2350.75,0.0,485.25,3193.25,0.0,350.0,1534.75,1507.75,12959.5,12218.75,22
2022-01-03 23:00:00+01:00,110.0,21.0,2032.25,2308.75,0.0,485.0,2532.5,0.0,357.0,1424.5,1414.25,12251.75,11689.25,23
2022-01-04 00:00:00+01:00,194.9,21.0,2085.0,2288.0,0.0,485.0,2128.25,0.0,361.75,1361.25,1369.25,11659.75,10868.75,0
2022-01-04 01:00:00+01:00,137.25,21.0,1787.5,2353.25,0.0,485.5,1870.5,0.0,362.75,1268.25,1228.25,11225.5,10330.0,1
2022-01-04 02:00:00+01:00,137.2,21.0,1761.5,2200.5,0.0,485.0,1671.25,0.0,362.0,1318.0,1177.25,10959.75,10251.5,2
2022-01-04 03:00:00+01:00,119.31,21.0,1851.5,2132.25,0.0,485.0,1605.0,0.0,359.25,1134.25,1063.0,10885.25,10184.5,3
2022-01-04 04:00:00+01:00,117.13,21.0,2112.75,2182.0,0.0,485.0,1534.0,0.0,344.25,927.75,988.5,10951.25,10263.5,4
2022-01-04 05:00:00+01:00,119.9,21.0,2332.5,2254.25,0.0,485.0,1480.0,0.0,362.75,846.5,957.0,11333.0,10859.25,5
2022-01-04 06:00:00+01:00,156.91,20.75,3350.0,2433.75,0.0,484.5,1634.5,0.0,354.75,761.5,929.0,12378.5,11859.0,6
2022-01-04 07:00:00+01:00,182.64,20.5,4748.25,2925.5,0.0,484.0,1960.75,0.0,349.75,722.25,919.75,13851.0,13530.25,7
2022-01-04 08:00:00+01:00,178.91,20.5,5139.5,3078.25,0.0,484.0,1974.5,0.0,344.25,709.0,766.0,15082.5,14647.0,8
2022-01-04 09:00:00+01:00,190.0,18.0,5294.75,3099.75,0.0,484.0,2100.75,2.75,342.5,926.5,693.75,15400.5,14482.0,9
2022-01-04 10:00:00+01:00,189.88,16.25,5510.5,3132.5,0.0,487.25,2563.0,11.0,361.0,507.5,671.5,15048.5,14566.5,10
2022-01-04 11:00:00+01:00,182.42,19.75,5795.5,3121.75,0.0,486.0,2940.0,12.5,357.75,678.0,653.5,14746.0,14483.5,11
2022-01-04 12:00:00+01:00,182.46,20.5,5823.5,3117.75,0.0,484.25,2640.25,24.75,357.0,860.0,585.75,14544.75,14586.0,12
2022-01-04 13:00:00+01:00,179.59,16.75,5729.75,3128.0,0.0,485.0,2496.25,27.75,350.5,1131.25,466.75,14500.5,14839.5,13
2022-01-04 14:00:00+01:00,179.0,16.0,5809.0,3126.75,0.0,485.0,2341.75,37.5,345.5,1246.25,408.75,14690.0,14805.75,14
2022-01-04 15:00:00+01:00,180.93,16.0,5907.0,3132.5,0.0,485.0,2524.25,19.75,341.25,993.75,466.0,15020.75,14952.0,15
2022-01-04 16:00:00+01:00,166.69,16.25,5531.0,3119.75,0.0,485.0,3139.0,1.5,337.25,1247.5,566.75,15664.5,15054.75,16
2022-01-04 17:00:00+01:00,189.88,16.0,5444.0,3122.75,0.0,485.0,3762.75,0.0,334.5,1303.5,540.0,16405.5,14935.25,17
2022-01-04 18:00:00+01:00,184.94,16.0,5521.25,3171.0,0.0,485.0,4264.0,0.0,344.5,1432.5,535.25,15851.5,14650.5,18
2022-01-04 19:00:00+01:00,178.99,15.75,4837.0,3103.25,0.0,484.25,4187.75,0.0,349.0,1913.5,770.5,15143.5,14501.75,19
2022-01-04 20:00:00+01:00,156.12,15.75,4433.5,3073.5,0.0,484.5,4029.25,0.0,354.25,1840.75,886.0,14438.0,14336.75,20
2022-01-04 21:00:00+01:00,154.99,16.0,3629.5,2773.0,0.0,484.0,3905.25,0.0,356.5,1984.0,1009.25,13729.5,13611.75,21
2022-01-04 22:00:00+01:00,137.92,15.5,2165.25,2390.5,0.0,484.0,3049.75,0.0,355.0,2102.0,1291.0,12963.25,12931.75,22
2022-01-04 23:00:00+01:00,106.0,15.75,1813.5,2282.0,0.0,484.0,2562.25,0.0,356.0,2080.25,1345.5,12244.75,12035.75,23
2022-01-05 00:00:00+01:00,128.88,15.25,1641.0,2209.25,0.0,485.0,2665.25,0.0,356.75,2138.5,1401.25,11593.75,11086.5,0
2022-01-05 01:00:00+01:00,113.88,15.0,1554.25,2182.25,0.0,485.25,2922.0,0.0,354.25,2174.0,1551.0,11168.25,10514.0,1
2022-01-05 02:00:00+01:00,84.5,15.0,1207.0,2022.75,0.0,485.0,3045.5,0.0,350.5,2187.0,1638.0,10954.75,10311.0,2
2022-01-05 03:00:00+01:00,75.38,15.5,1116.75,1852.5,0.0,485.0,3240.0,0.0,349.25,2212.75,1754.25,10896.25,10028.0,3
2022-01-05 04:00:00+01:00,79.11,16.0,1236.75,1899.5,0.0,485.0,3304.25,0.0,345.0,2214.5,1821.5,10936.75,9964.5,4
2022-01-05 05:00:00+01:00,94.79,15.5,1528.25,2028.5,0.0,485.25,3459.5,0.0,344.25,2214.0,1917.75,11320.25,10281.25,5
2022-01-05 06:00:00+01:00,158.0,15.75,2099.0,2281.5,0.0,484.75,3795.25,0.0,339.0,2202.0,2002.0,12322.25,11529.5,6
2022-01-05 07:00:00+01:00,188.04,15.5,2546.25,2617.25,0.0,484.5,4119.25,0.0,333.75,2208.25,2098.25,13739.25,13116.75,7
2022-01-05 08:00:00+01:00,227.4,16.0,3252.5,2756.75,0.0,484.0,4651.5,0.0,331.25,2207.25,2102.0,14998.75,13584.0,8
2022-01-05 09:00:00+01:00,231.0,15.75,3857.5,2746.25,0.0,484.0,5038.5,6.0,342.25,2203.75,2078.25,15388.75,13834.25,9
2022-01-05 10:00:00+01:00,228.7,16.0,3727.75,2721.0,0.0,484.0,5262.5,24.75,340.25,2207.0,2074.5,15147.0,14082.0,10
2022-01-05 11:00:00+01:00,220.0,15.25,3300.5,2701.25,0.0,484.0,5320.0,65.75,331.75,2205.25,2093.75,14787.5,14151.25,11
2022-01-05 12:00:00+01:00,198.63,15.5,3142.25,2692.25,0.0,484.0,5283.75,77.5,321.75,2202.0,2113.5,14571.0,14111.25,12
2022-01-05 13:00:00+01:00,200.0,15.25,3321.75,2746.0,0.0,484.0,5232.75,65.75,316.25,2168.75,2109.5,14640.0,14423.5,13
2022-01-05 14:00:00+01:00,220.0,15.25,3385.75,2898.5,0.0,485.0,5181.0,35.75,317.5,2174.0,2072.25,14879.5,14817.5,14
2022-01-05 15:00:00+01:00,215.0,14.75,3807.25,3110.0,0.0,485.0,5279.75,15.25,317.75,2158.5,1984.75,15212.75,15060.5,15
2022-01-05 16:00:00+01:00,228.7,15.5,4245.25,3083.25,0.0,485.0,6115.0,2.0,330.25,2184.25,1949.0,15738.5,15565.0,16
2022-01-05 17:00:00+01:00,299.0,15.25,4390.5,3056.25,0.0,485.0,6741.75,0.0,331.25,2181.0,1875.75,16368.75,16075.75,17
2022-01-05 18:00:00+01:00,315.25,15.25,4168.25,3212.25,0.0,485.0,6552.0,0.0,343.5,2189.25,1756.75,15799.25,16093.75,18
2022-01-05 19:00:00+01:00,251.03,15.75,4042.5,3245.0,0.0,485.0,6100.5,0.0,350.75,2192.5,1699.75,15140.25,15934.0,19
2022-01-05 20:00:00+01:00,181.1,15.75,3216.75,3041.75,0.0,484.5,5323.75,0.0,358.25,2163.5,1760.5,14461.25,15164.0,20
2022-01-05 21:00:00+01:00,227.8,15.75,3183.0,2810.0,0.0,484.25,5064.5,0.0,357.0,1824.25,1670.5,13724.0,12969.5,21
2022-01-05 22:00:00+01:00,141.45,16.0,2523.75,2678.0,0.0,484.0,4006.0,0.0,363.0,1776.5,1549.75,12986.75,11852.75,22
2022-01-05 23:00:00+01:00,140.0,16.0,2315.0,2676.5,0.0,484.25,3304.5,0.0,365.0,1405.25,1544.5,12260.5,10799.75,23
2022-01-06 00:00:00+01:00,225.0,15.75,2430.25,2914.25,0.0,485.25,2923.5,0.0,365.0,1843.25,1488.25,11652.75,10066.75,0
2022-01-06 01:00:00+01:00,187.87,15.75,2728.75,3070.5,0.0,485.0,2199.5,0.0,365.0,1564.0,1160.0,11224.75,9671.25,1
2022-01-06 02:00:00+01:00,218.0,16.0,3002.5,2857.5,0.0,485.0,1697.0,0.0,372.75,1069.5,1096.0,10963.25,9293.0,2
2022-01-06 03:00:00+01:00,188.0,15.75,3026.0,2606.5,0.0,485.0,1018.5,0.0,372.5,1116.5,762.0,10843.75,9198.75,3
2022-01-06 04:00:00+01:00,199.9,15.75,3120.0,2565.5,0.0,485.0,946.5,0.0,365.75,815.0,486.75,10886.0,9444.0,4
2022-01-06 05:00:00+01:00,187.0,15.25,3231.75,2462.0,0.0,485.0,904.5,0.0,362.25,491.75,417.0,11252.0,10388.75,5
2022-01-06 06:00:00+01:00,215.56,15.0,4462.5,2469.5,0.0,485.0,1238.5,0.0,359.25,296.5,298.0,12211.5,11671.5,6
2022-01-06 07:00:00+01:00,228.25,15.0,6142.0,2621.75,0.0,484.75,1660.0,0.0,352.25,323.75,199.5,13691.0,12499.5,7
2022-01-06 08:00:00+01:00,250.0,15.5,6332.25,2828.5,0.0,483.25,2041.25,0.5,350.5,122.5,172.5,14942.0,13250.25,8
2022-01-06 09:00:00+01:00,292.55,15.25,5990.0,3116.0,0.0,483.5,2278.0,21.0,348.75,69.5,184.5,15297.0,13526.5,9
2022-01-06 10:00:00+01:00,268.67,16.0,5973.25,3113.25,0.0,483.25,2240.75,53.5,363.0,158.5,233.5,15068.75,13600.0,10
2022-01-06 11:00:00+01:00,231.9,16.0,6673.5,3229.75,0.0,483.75,2617.5,87.25,367.25,314.0,242.5,14793.25,13585.5,11
2022-01-06 12:00:00+01:00,226.0,15.5,6935.75,3193.75,0.0,484.0,3169.25,104.75,361.0,513.25,330.25,14612.0,13675.25,12
2022-01-06 13:00:00+01:00,209.2,15.25,7003.5,3242.5,0.0,484.0,3359.75,101.0,355.25,669.0,488.5,14528.25,13683.75,13
2022-01-06 14:00:00+01:00,216.06,15.25,7207.5,3211.25,0.0,484.0,3081.25,64.5,351.75,867.75,513.5,14640.25,13721.75,14
2022-01-06 15:00:00+01:00,230.77,15.0,7022.0,3252.75,0.0,484.5,3034.25,26.75,356.25,1230.25,673.75,14922.5,14030.25,15
2022-01-06 16:00:00+01:00,245.95,15.75,7044.25,3288.75,0.0,485.0,3583.25,2.0,358.25,1412.0,719.5,15434.25,14354.0,16
2022-01-06 17:00:00+01:00,274.11,15.5,7319.75,3292.25,0.0,484.75,4630.0,0.0,356.5,1747.5,1013.75,16086.25,15117.25,17
2022-01-06 18:00:00+01:00,273.44,15.75,6964.5,3278.0,0.0,485.0,5130.5,0.0,367.0,2039.25,1229.5,15639.0,15017.75,18
2022-01-06 19:00:00+01:00,219.1,15.5,5724.0,3064.5,0.0,485.0,5216.75,0.0,366.5,2199.25,1636.75,15013.75,14441.25,19
2022-01-06 20:00:00+01:00,218.58,15.75,4301.5,2921.0,0.0,484.25,4819.25,0.0,363.5,2217.5,1839.5,14292.25,13680.0,20
2022-01-06 21:00:00+01:00,203.31,15.75,2978.5,2819.5,0.0,484.0,4558.0,0.0,371.5,2213.5,1918.5,13595.5,12576.0,21
2022-01-06 22:00:00+01:00,184.7,15.25,2500.5,2658.5,0.0,484.0,4124.25,0.0,366.5,1981.25,1962.75,12835.5,12212.75,22
2022-01-06 23:00:00+01:00,136.48,15.75,1870.5,2570.5,0.0,484.0,3883.25,0.0,365.75,2114.75,1971.5,12135.0,11495.0,23
2022-01-07 00:00:00+01:00,128.92,15.75,1335.0,2293.25,0.0,484.25,3595.25,0.0,374.5,2108.75,2012.75,11514.5,10624.75,0
2022-01-07 01:00:00+01:00,127.98,15.75,1306.25,2176.0,0.0,484.25,3609.75,0.0,375.0,2120.75,2031.0,10995.25,10375.5,1
2022-01-07 02:00:00+01:00,115.93,16.0,1350.0,2157.5,0.0,484.25,3546.25,0.0,374.75,2180.25,2013.75,10731.5,9964.5,2
2022-01-07 03:00:00+01:00,107.42,16.0,1442.5,2141.0,0.0,485.0,3521.0,0.0,360.5,1966.75,2012.75,10635.5,9810.75,3
2022-01-07 04:00:00+01:00,107.3,16.0,1390.0,2156.25,0.0,485.0,3420.5,0.0,369.75,2094.75,1925.0,10678.25,10008.75,4
2022-01-07 05:00:00+01:00,117.59,15.5,1582.75,2262.25,0.0,485.0,3306.75,0.0,362.5,2068.25,1898.75,10995.5,10347.0,5
2022-01-07 06:00:00+01:00,153.61,14.75,2144.5,2705.75,0.0,484.0,3207.25,0.0,369.25,2113.25,1817.0,11744.25,11525.5,6
2022-01-07 07:00:00+01:00,189.3,15.5,2879.5,3016.75,0.0,484.0,3092.0,0.0,364.75,2155.5,1679.5,13044.0,12269.75,7
2022-01-07 08:00:00+01:00,229.9,15.75,3619.75,3180.25,0.0,484.5,3080.5,0.0,364.0,2172.25,1471.25,14174.5,13006.25,8
2022-01-07 09:00:00+01:00,255.0,15.5,3693.5,3313.75,0.0,484.0,3201.25,5.75,366.25,2197.0,1385.0,14642.0,13563.75,9
2022-01-07 10:00:00+01:00,240.0,16.0,3707.5,3317.75,0.0,484.0,3408.75,25.75,367.75,2111.5,1415.5,14738.75,13708.5,10
2022-01-07 11:00:00+01:00,245.4,15.75,3799.5,3316.5,0.0,484.25,3860.25,36.25,366.0,1968.0,1499.75,14675.25,13431.5,11
2022-01-07 12:00:00+01:00,210.08,15.75,3805.75,3317.75,0.0,484.0,3889.5,56.25,366.25,1895.0,1456.0,14544.25,13051.0,12
2022-01-07 13:00:00+01:00,240.0,15.5,3854.0,3338.0,0.0,483.5,3822.25,50.5,368.25,2020.25,1486.5,14391.25,12861.5,13
2022-01-07 14:00:00+01:00,233.06,15.25,3816.25,3322.25,0.0,484.0,3641.5,48.25,358.5,2087.75,1379.5,14347.75,13041.0,14
2022-01-07 15:00:00+01:00,224.37,15.0,4006.25,3359.25,0.0,484.25,3279.0,15.75,354.0,2059.75,1226.5,14337.5,13064.0,15
2022-01-07 16:00:00+01:00,240.0,15.5,4419.0,3373.25,0.0,485.0,3866.5,2.0,367.0,1869.75,1133.75,14570.25,13390.0,16
2022-01-07 17:00:00+01:00,244.59,15.75,4713.25,3461.75,0.0,485.0,4531.75,0.0,370.5,1634.25,1094.5,15098.5,13665.25,17
2022-01-07 18:00:00+01:00,263.14,15.75,4535.75,3513.0,0.0,485.0,4550.75,0.0,369.0,1605.5,1048.0,14642.25,13583.5,18
2022-01-07 19:00:00+01:00,262.0,15.75,3977.25,3360.75,0.0,485.0,3957.25,0.0,372.25,1415.25,999.75,13938.75,13185.0,19
2022-01-07 20:00:00+01:00,238.03,16.0,4008.0,3197.75,0.0,485.0,3424.25,0.0,371.75,1324.0,680.25,13185.25,12405.0,20
2022-01-07 21:00:00+01:00,213.81,16.0,3316.5,3109.25,0.0,485.0,2849.5,0.0,377.5,1485.5,615.5,12503.25,11538.0,21
2022-01-07 22:00:00+01:00,258.0,16.0,3369.5,3189.25,0.0,484.25,2718.75,0.0,367.0,1393.25,576.75,11971.75,11153.75,22
2022-01-07 23:00:00+01:00,257.25,15.5,3214.0,3080.75,0.0,484.25,2458.5,0.0,369.5,1409.5,613.25,11520.0,10557.5,23
2022-01-08 00:00:00+01:00,200.3,16.0,2644.75,2438.5,0.0,484.0,1616.0,0.0,382.5,1410.0,766.75,11039.0,10449.0,0
2022-01-08 01:00:00+01:00,176.2,16.0,2278.5,2192.75,0.0,484.0,1415.75,0.0,373.75,1476.0,819.75,10692.5,9956.25,1
2022-01-08 02:00:00+01:00,166.0,15.75,2291.0,2153.75,0.0,484.0,1629.25,0.0,379.75,1259.0,610.75,10400.75,9640.5,2
2022-01-08 03:00:00+01:00,162.38,16.25,2299.75,2160.0,0.0,485.0,1727.5,0.0,382.0,950.0,595.0,10286.5,9550.0,3
2022-01-08 04:00:00+01:00,160.0,16.0,2278.0,2165.0,0.0,485.0,1608.0,0.0,383.25,697.25,823.25,10210.5,9465.0,4
2022-01-08 05:00:00+01:00,154.3,16.0,2306.0,2162.75,0.0,485.0,1575.25,0.0,381.0,806.75,717.0,10293.0,9434.75,5
2022-01-08 06:00:00+01:00,166.0,16.0,2279.0,2161.25,0.0,485.0,1744.0,0.0,372.25,718.75,715.75,10574.5,9510.75,6
2022-01-08 07:00:00+01:00,182.91,16.0,2422.5,2377.5,0.0,484.5,1979.75,0.0,382.75,699.25,873.5,11056.25,9914.5,7
2022-01-08 08:00:00+01:00,215.89,16.0,2634.25,2995.25,0.0,485.0,2462.0,1.0,378.5,933.25,909.0,11722.75,10602.0,8
2022-01-08 09:00:00+01:00,231.0,16.0,2633.0,3209.25,0.0,485.0,2904.5,20.25,375.75,1325.75,1027.75,12178.25,11019.75,9
2022-01-08 10:00:00+01:00,228.95,16.0,2522.0,3035.25,0.0,484.5,3396.75,47.25,374.5,1937.75,1281.25,12215.5,11307.25,10
