time,temperature_2m,cloudcover,wind_speed_10m,shortwave_radiation,sunshine_duration,windgusts_10m
2023-11-15 13:00:00,11.4,28,18.7,183.0,3600.0,38.2
2023-11-15 14:00:00,11.3,10,21.7,281.0,3600.0,43.2
2023-11-15 15:00:00,11.3,14,22.1,230.0,3600.0,43.9
2023-11-15 16:00:00,11.2,22,25.1,193.0,3600.0,43.9
2023-11-15 17:00:00,10.5,25,23.5,95.0,3600.0,43.6
2023-11-15 18:00:00,9.7,16,21.5,16.0,116.9,41.4
2023-11-15 19:00:00,9.2,35,20.6,0.0,0.0,37.1
2023-11-15 20:00:00,9.3,92,22.6,0.0,0.0,39.2
2023-11-15 21:00:00,9.8,100,21.6,0.0,0.0,39.6
2023-11-15 22:00:00,10.0,95,21.6,0.0,0.0,37.8
2023-11-15 23:00:00,9.9,100,22.1,0.0,0.0,39.2
2023-11-16 00:00:00,10.0,68,23.8,0.0,0.0,41.4
2023-11-16 01:00:00,9.2,65,21.4,0.0,0.0,41.8
2023-11-16 02:00:00,8.5,100,19.2,0.0,0.0,37.4
2023-11-16 03:00:00,8.5,89,17.6,0.0,0.0,33.5
2023-11-16 04:00:00,8.2,99,14.8,0.0,0.0,30.2
2023-11-16 05:00:00,8.0,100,10.7,0.0,0.0,25.2
2023-11-16 06:00:00,7.7,99,6.4,0.0,0.0,18.0
2023-11-16 07:00:00,6.2,94,4.8,0.0,0.0,10.8
2023-11-16 08:00:00,5.8,97,5.8,0.0,0.0,9.0
2023-11-16 09:00:00,7.0,100,3.6,0.0,0.0,8.6
2023-11-16 10:00:00,7.1,100,4.0,15.0,0.0,6.5
2023-11-16 11:00:00,7.7,100,5.8,52.0,0.0,11.5
2023-11-16 12:00:00,8.5,100,7.7,148.0,2281.29,15.8
2023-11-16 13:00:00,8.5,100,10.3,115.0,0.0,19.8
2023-11-16 14:00:00,8.6,100,11.2,104.0,0.0,20.9
2023-11-16 15:00:00,8.5,100,11.7,85.0,0.0,21.6
2023-11-16 16:00:00,8.5,100,11.4,60.0,0.0,22.0
2023-11-16 17:00:00,8.3,100,9.6,30.0,0.0,20.2
2023-11-16 18:00:00,7.8,100,8.1,7.0,0.0,16.2
2023-11-16 19:00:00,7.0,100,8.4,0.0,0.0,14.4
2023-11-16 20:00:00,6.6,100,10.1,0.0,0.0,17.3
2023-11-16 21:00:00,6.3,100,9.3,0.0,0.0,17.6
2023-11-16 22:00:00,5.9,100,6.9,0.0,0.0,15.8
2023-11-16 23:00:00,4.9,100,5.9,0.0,0.0,11.9
2023-11-17 00:00:00,4.2,100,7.1,0.0,0.0,9.4
2023-11-17 01:00:00,4.2,100,6.9,0.0,0.0,9.4
2023-11-17 02:00:00,4.1,100,6.3,0.0,0.0,8.3
2023-11-17 03:00:00,4.3,100,4.9,0.0,0.0,7.9
2023-11-17 04:00:00,3.6,100,4.8,0.0,0.0,6.1
2023-11-17 05:00:00,4.1,100,4.9,0.0,0.0,8.3
2023-11-17 06:00:00,3.7,100,4.7,0.0,0.0,8.6
2023-11-17 07:00:00,2.7,100,7.5,0.0,0.0,9.0
2023-11-17 08:00:00,3.3,100,5.1,0.0,0.0,9.4
2023-11-17 09:00:00,3.4,100,5.2,0.0,0.0,8.6
2023-11-17 10:00:00,3.9,100,7.3,21.0,0.0,12.2
2023-11-17 11:00:00,4.9,100,6.6,77.0,0.0,14.0
2023-11-17 12:00:00,5.9,100,6.0,112.0,0.0,14.8
2023-11-17 13:00:00,6.7,94,8.2,118.0,0.0,16.9
2023-11-17 14:00:00,7.4,99,7.2,196.0,3600.0,17.6
2023-11-17 15:00:00,9.1,24,9.4,263.0,3600.0,19.4
2023-11-17 16:00:00,8.8,26,9.2,190.0,3600.0,18.7
2023-11-17 17:00:00,7.9,45,7.4,92.0,3600.0,16.9
2023-11-17 18:00:00,6.2,52,6.3,12.0,0.0,12.6
2023-11-17 19:00:00,5.5,63,5.9,0.0,0.0,10.1
2023-11-17 20:00:00,5.5,43,6.8,0.0,0.0,11.2
2023-11-17 21:00:00,5.3,75,8.8,0.0,0.0,14.0
2023-11-17 22:00:00,5.2,93,9.8,0.0,0.0,16.6
2023-11-17 23:00:00,4.8,94,9.6,0.0,0.0,16.6
2023-11-18 00:00:00,4.5,100,9.4,0.0,0.0,16.2
2023-11-18 01:00:00,4.4,100,8.7,0.0,0.0,15.5
2023-11-18 02:00:00,4.5,100,8.4,0.0,0.0,14.8
2023-11-18 03:00:00,4.6,100,9.4,0.0,0.0,15.8
2023-11-18 04:00:00,4.6,96,10.5,0.0,0.0,17.3
2023-11-18 05:00:00,4.5,100,10.4,0.0,0.0,17.6
2023-11-18 06:00:00,4.9,100,11.9,0.0,0.0,19.4
2023-11-18 07:00:00,5.4,100,13.4,0.0,0.0,22.7
2023-11-18 08:00:00,5.6,100,13.0,0.0,0.0,22.7
2023-11-18 09:00:00,5.8,100,14.7,0.0,0.0,25.2
2023-11-18 10:00:00,6.1,100,15.8,3.0,0.0,26.6
2023-11-18 11:00:00,6.3,100,18.5,16.0,0.0,32.0
2023-11-18 12:00:00,6.7,100,20.0,18.0,0.0,33.5
2023-11-18 13:00:00,7.1,100,24.0,15.0,0.0,41.8
2023-11-18 14:00:00,7.6,100,27.4,20.0,0.0,48.6
2023-11-18 15:00:00,8.0,100,27.9,33.0,0.0,49.0
2023-11-18 16:00:00,8.2,100,26.7,23.0,0.0,49.3
2023-11-18 17:00:00,8.4,100,23.1,9.0,0.0,46.8
2023-11-18 18:00:00,8.8,100,20.5,1.0,0.0,40.0
2023-11-18 19:00:00,9.5,100,21.8,0.0,0.0,37.4
2023-11-18 20:00:00,10.5,100,23.7,0.0,0.0,40.3
2023-11-18 21:00:00,11.3,100,23.7,0.0,0.0,43.2
2023-11-18 22:00:00,12.0,100,23.4,0.0,0.0,41.8
2023-11-18 23:00:00,12.8,100,26.1,0.0,0.0,46.1
2023-11-19 00:00:00,13.0,100,25.6,0.0,0.0,45.7
2023-11-19 01:00:00,12.9,100,26.1,0.0,0.0,46.1
2023-11-19 02:00:00,13.1,100,27.2,0.0,0.0,47.9
2023-11-19 03:00:00,12.8,99,27.8,0.0,0.0,48.6
2023-11-19 04:00:00,12.6,26,28.4,0.0,0.0,49.7
2023-11-19 05:00:00,12.1,20,29.0,0.0,0.0,50.8
2023-11-19 06:00:00,11.7,2,29.2,0.0,0.0,51.5
2023-11-19 07:00:00,11.3,3,28.5,0.0,0.0,51.5
2023-11-19 08:00:00,11.0,20,27.7,0.0,0.0,50.4
2023-11-19 09:00:00,11.0,8,26.9,0.0,0.0,48.2
2023-11-19 10:00:00,11.2,16,26.4,22.0,389.78,46.8
2023-11-19 11:00:00,12.0,18,27.1,106.0,3600.0,47.5
2023-11-19 12:00:00,12.9,63,28.4,187.0,3600.0,50.4
2023-11-19 13:00:00,11.7,80,25.3,200.0,3600.0,54.0
2023-11-19 14:00:00,12.8,19,27.4,154.0,3600.0,50.8
2023-11-19 15:00:00,12.4,53,28.5,204.0,3600.0,56.9
2023-11-19 16:00:00,12.6,52,26.9,132.0,3600.0,50.4
2023-11-19 17:00:00,12.0,69,25.1,83.0,3600.0,49.3
2023-11-19 18:00:00,11.0,100,24.7,7.0,0.0,46.8
2023-11-19 19:00:00,11.3,100,28.4,0.0,0.0,50.4
2023-11-19 20:00:00,11.1,100,29.1,0.0,0.0,51.1
2023-11-19 21:00:00,11.3,100,29.0,0.0,0.0,52.2
2023-11-19 22:00:00,11.9,100,28.2,0.0,0.0,51.5
2023-11-19 23:00:00,11.9,100,27.8,0.0,0.0,50.4
2023-11-20 00:00:00,11.8,100,26.8,0.0,0.0,48.6
2023-11-20 01:00:00,11.8,100,26.6,0.0,0.0,46.8
2023-11-20 02:00:00,11.7,100,25.5,0.0,0.0,46.4
2023-11-20 03:00:00,11.5,100,25.8,0.0,0.0,47.2
2023-11-20 04:00:00,11.2,100,25.4,0.0,0.0,45.4
2023-11-20 05:00:00,10.9,100,25.5,0.0,0.0,45.7
2023-11-20 06:00:00,10.7,100,23.0,0.0,0.0,44.3
2023-11-20 07:00:00,10.6,82,23.4,0.0,0.0,41.0
2023-11-20 08:00:00,9.9,100,22.3,0.0,0.0,41.4
2023-11-20 09:00:00,9.8,52,19.8,0.0,0.0,38.5
2023-11-20 10:00:00,9.3,29,17.0,17.0,64.51,34.6
2023-11-20 11:00:00,9.7,58,18.3,98.0,3600.0,31.3
2023-11-20 12:00:00,10.3,70,19.7,138.0,3600.0,36.7
2023-11-20 13:00:00,10.8,71,17.3,157.0,3600.0,37.1
2023-11-20 14:00:00,11.2,24,17.5,207.0,3600.0,31.7
2023-11-20 15:00:00,10.7,44,19.0,189.0,3600.0,36.4
2023-11-20 16:00:00,10.5,37,16.3,143.0,3600.0,33.5
2023-11-20 17:00:00,9.8,38,10.9,78.0,3600.0,28.4
2023-11-20 18:00:00,8.5,94,9.3,9.0,0.0,18.7
2023-11-20 19:00:00,8.2,100,8.2,0.0,0.0,15.8
2023-11-20 20:00:00,8.3,100,7.2,0.0,0.0,14.4
2023-11-20 21:00:00,8.4,100,8.5,0.0,0.0,14.0
2023-11-20 22:00:00,8.4,94,8.3,0.0,0.0,14.4
2023-11-20 23:00:00,7.5,100,6.7,0.0,0.0,13.7
2023-11-21 00:00:00,8.1,100,8.0,0.0,0.0,13.3
2023-11-21 01:00:00,8.2,100,8.3,0.0,0.0,13.7
2023-11-21 02:00:00,8.4,97,10.2,0.0,0.0,16.9
2023-11-21 03:00:00,7.1,100,6.4,0.0,0.0,10.4
2023-11-21 04:00:00,7.6,82,7.2,0.0,0.0,12.6
2023-11-21 05:00:00,7.5,47,7.6,0.0,0.0,13.0
2023-11-21 06:00:00,6.7,38,6.4,0.0,0.0,13.0
2023-11-21 07:00:00,6.7,80,6.8,0.0,0.0,11.2
2023-11-21 08:00:00,7.9,85,8.5,0.0,0.0,14.8
2023-11-21 09:00:00,8.3,100,9.9,0.0,0.0,16.6
2023-11-21 10:00:00,8.8,100,11.8,8.0,0.0,19.8
2023-11-21 11:00:00,9.5,100,13.3,33.0,0.0,23.4
2023-11-21 12:00:00,9.8,100,15.0,56.0,0.0,27.7
2023-11-21 13:00:00,10.1,100,16.6,93.0,0.0,30.6
2023-11-21 14:00:00,10.2,100,16.3,106.0,0.0,30.6
2023-11-21 15:00:00,10.2,100,14.7,61.0,0.0,30.2
2023-11-21 16:00:00,10.0,100,15.6,62.0,0.0,27.4
2023-11-21 17:00:00,9.4,98,16.4,31.0,0.0,28.8
2023-11-21 18:00:00,8.6,85,17.5,3.0,0.0,30.2
2023-11-21 19:00:00,7.4,87,17.2,0.0,0.0,31.3
2023-11-21 20:00:00,6.7,20,15.4,0.0,0.0,30.2
2023-11-21 21:00:00,6.0,6,12.8,0.0,0.0,26.6
2023-11-21 22:00:00,5.3,47,10.8,0.0,0.0,22.3
2023-11-21 23:00:00,5.0,18,10.0,0.0,0.0,19.1
2023-11-22 00:00:00,4.6,19,10.0,0.0,0.0,16.9
2023-11-22 01:00:00,4.1,14,8.8,0.0,0.0,16.9
2023-11-22 02:00:00,3.7,9,7.9,0.0,0.0,15.5
2023-11-22 03:00:00,3.2,4,6.9,0.0,0.0,13.0
2023-11-22 04:00:00,2.6,25,6.6,0.0,0.0,12.2
2023-11-22 05:00:00,1.7,63,7.2,0.0,0.0,11.2
2023-11-22 06:00:00,0.8,67,8.4,0.0,0.0,11.2
2023-11-22 07:00:00,0.8,100,6.8,0.0,0.0,11.2
2023-11-22 08:00:00,1.3,100,6.2,0.0,0.0,10.4
2023-11-22 09:00:00,0.4,100,7.4,0.0,0.0,10.8
2023-11-22 10:00:00,1.8,100,6.0,16.0,0.0,10.1
2023-11-22 11:00:00,3.1,100,7.6,78.0,698.37,14.0
2023-11-22 12:00:00,4.0,100,9.7,127.0,1160.06,19.4
2023-11-22 13:00:00,5.0,100,10.8,166.0,702.07,21.2
2023-11-22 14:00:00,5.4,100,10.9,145.0,0.0,22.3
2023-11-22 15:00:00,5.4,100,13.5,141.0,0.0,25.6
2023-11-22 16:00:00,5.6,100,14.8,79.0,0.0,26.6
2023-11-22 17:00:00,5.5,100,16.1,13.0,0.0,28.1
2023-11-22 18:00:00,5.6,100,18.0,3.0,0.0,31.3
2023-11-22 19:00:00,5.8,100,19.9,0.0,0.0,34.2
2023-11-22 20:00:00,6.1,100,20.2,0.0,0.0,35.3
2023-11-22 21:00:00,6.7,100,21.0,0.0,0.0,36.4
2023-11-22 22:00:00,7.2,100,22.5,0.0,0.0,39.2
2023-11-22 23:00:00,7.4,100,22.2,0.0,0.0,39.2
2023-11-23 00:00:00,7.8,100,18.6,0.0,0.0,38.2
2023-11-23 01:00:00,8.6,100,16.3,0.0,0.0,31.3
2023-11-23 02:00:00,9.5,100,16.6,0.0,0.0,28.8
2023-11-23 03:00:00,10.2,89,19.1,0.0,0.0,32.8
2023-11-23 04:00:00,10.0,48,21.1,0.0,0.0,36.0
2023-11-23 05:00:00,9.8,33,21.7,0.0,0.0,38.2
2023-11-23 06:00:00,9.5,82,21.5,0.0,0.0,37.8
2023-11-23 07:00:00,9.9,100,22.3,0.0,0.0,39.2
2023-11-23 08:00:00,10.8,75,23.9,0.0,0.0,41.4
2023-11-23 09:00:00,10.5,17,23.3,0.0,0.0,41.4
2023-11-23 10:00:00,10.3,39,22.8,15.0,51.88,40.3
2023-11-23 11:00:00,11.2,78,23.9,90.0,3600.0,41.0
2023-11-23 12:00:00,12.2,100,26.4,114.0,3040.77,46.4
2023-11-23 13:00:00,12.6,100,28.5,124.0,1262.77,50.0
2023-11-23 14:00:00,12.5,100,28.9,114.0,0.0,51.8
2023-11-23 15:00:00,12.3,100,27.9,67.0,0.0,50.4
2023-11-23 16:00:00,12.2,100,28.6,40.0,0.0,50.8
2023-11-23 17:00:00,12.3,100,30.0,33.0,0.0,52.9
2023-11-23 18:00:00,12.3,100,31.0,4.0,0.0,54.7
2023-11-23 19:00:00,12.4,100,29.9,0.0,0.0,54.7
2023-11-23 20:00:00,12.6,100,31.5,0.0,0.0,55.1
2023-11-23 21:00:00,12.5,100,32.5,0.0,0.0,57.2
2023-11-23 22:00:00,11.9,73,36.5,0.0,0.0,64.4
2023-11-23 23:00:00,10.8,83,30.6,0.0,0.0,63.4
2023-11-24 00:00:00,10.2,72,28.1,0.0,0.0,53.6
2023-11-24 01:00:00,9.8,41,26.0,0.0,0.0,49.0
2023-11-24 02:00:00,8.1,100,28.4,0.0,0.0,52.9
2023-11-24 03:00:00,7.8,96,22.0,0.0,0.0,45.7
2023-11-24 04:00:00,7.8,60,22.4,0.0,0.0,39.2
2023-11-24 05:00:00,7.8,23,21.3,0.0,0.0,38.9
2023-11-24 06:00:00,7.3,53,22.8,0.0,0.0,40.3
2023-11-24 07:00:00,7.1,59,21.8,0.0,0.0,39.6
2023-11-24 08:00:00,7.2,66,24.9,0.0,0.0,42.5
2023-11-24 09:00:00,6.9,96,24.0,0.0,0.0,49.7
2023-11-24 10:00:00,6.2,99,24.5,6.0,0.0,45.7
2023-11-24 11:00:00,6.4,78,23.2,43.0,0.0,42.5
2023-11-24 12:00:00,7.1,52,27.0,129.0,3600.0,48.2
2023-11-24 13:00:00,7.3,29,22.7,190.0,3600.0,51.1
2023-11-24 14:00:00,7.0,67,21.6,232.0,3600.0,51.5
2023-11-24 15:00:00,6.1,45,27.8,182.0,3600.0,52.2
2023-11-24 16:00:00,6.5,68,31.5,139.0,3600.0,55.1
2023-11-24 17:00:00,5.5,69,30.9,65.0,3393.24,61.2
2023-11-24 18:00:00,5.6,77,29.7,6.0,0.0,56.9
2023-11-24 19:00:00,5.8,59,28.5,0.0,0.0,51.8
2023-11-24 20:00:00,5.8,48,33.7,0.0,0.0,63.7
2023-11-24 21:00:00,5.9,67,29.3,0.0,0.0,59.0
2023-11-24 22:00:00,6.2,61,29.3,0.0,0.0,56.2
2023-11-24 23:00:00,6.3,50,24.1,0.0,0.0,51.5
2023-11-25 00:00:00,6.5,27,24.0,0.0,0.0,43.2
2023-11-25 01:00:00,6.1,20,22.1,0.0,0.0,42.1
2023-11-25 02:00:00,5.6,33,20.7,0.0,0.0,38.5
2023-11-25 03:00:00,5.1,14,19.7,0.0,0.0,35.6
2023-11-25 04:00:00,4.9,5,15.8,0.0,0.0,34.6
2023-11-25 05:00:00,4.5,11,13.0,0.0,0.0,27.4
2023-11-25 06:00:00,4.1,85,13.6,0.0,0.0,22.3
2023-11-25 07:00:00,4.6,94,14.0,0.0,0.0,32.8
2023-11-25 08:00:00,5.8,70,22.4,0.0,0.0,38.5
2023-11-25 09:00:00,5.0,76,20.4,0.0,0.0,38.9
2023-11-25 10:00:00,5.4,73,23.3,11.0,0.0,41.8
2023-11-25 11:00:00,6.0,24,20.5,76.0,3600.0,40.7
2023-11-25 12:00:00,7.0,48,22.4,160.0,3600.0,39.6
2023-11-25 13:00:00,7.6,50,17.3,197.0,3600.0,42.1
2023-11-25 14:00:00,7.6,62,21.7,198.0,3600.0,40.0
2023-11-25 15:00:00,7.9,47,25.3,213.0,3600.0,44.3
2023-11-25 16:00:00,7.4,48,23.7,120.0,3600.0,46.1
2023-11-25 17:00:00,6.8,51,22.0,63.0,3319.21,41.8
2023-11-25 18:00:00,6.3,46,18.4,6.0,0.0,38.5
2023-11-25 19:00:00,6.2,32,16.5,0.0,0.0,32.0
2023-11-25 20:00:00,5.8,37,14.1,0.0,0.0,28.4
2023-11-25 21:00:00,5.2,5,11.6,0.0,0.0,24.1
2023-11-25 22:00:00,4.3,7,9.4,0.0,0.0,19.8
2023-11-25 23:00:00,3.7,9,8.2,0.0,0.0,15.8
2023-11-26 00:00:00,3.2,23,7.5,0.0,0.0,13.7
2023-11-26 01:00:00,3.0,22,7.2,0.0,0.0,12.2
2023-11-26 02:00:00,3.2,36,7.8,0.0,0.0,12.6
2023-11-26 03:00:00,5.1,69,10.2,0.0,0.0,16.6
2023-11-26 04:00:00,4.2,86,10.1,0.0,0.0,17.3
2023-11-26 05:00:00,3.7,99,9.1,0.0,0.0,17.3
2023-11-26 06:00:00,3.8,100,10.4,0.0,0.0,17.3
2023-11-26 07:00:00,4.6,100,10.4,0.0,0.0,19.8
2023-11-26 08:00:00,4.6,100,8.6,0.0,0.0,17.6
2023-11-26 09:00:00,4.6,100,9.4,0.0,0.0,16.2
2023-11-26 10:00:00,4.8,100,9.0,7.0,0.0,15.8
2023-11-26 11:00:00,5.5,100,8.9,37.0,0.0,15.8
2023-11-26 12:00:00,6.2,100,9.5,82.0,0.0,16.6
2023-11-26 13:00:00,6.4,100,11.4,100.0,0.0,21.2
2023-11-26 14:00:00,6.5,100,10.7,63.0,0.0,20.9
2023-11-26 15:00:00,7.1,100,14.4,123.0,318.8,28.4
2023-11-26 16:00:00,6.7,100,13.1,32.0,0.0,26.3
2023-11-26 17:00:00,6.4,100,11.3,14.0,0.0,22.3
2023-11-26 18:00:00,6.4,100,13.4,1.0,0.0,22.7
2023-11-26 19:00:00,6.3,100,15.1,0.0,0.0,25.9
2023-11-26 20:00:00,5.8,100,16.1,0.0,0.0,27.4
2023-11-26 21:00:00,5.2,100,16.8,0.0,0.0,29.5
2023-11-26 22:00:00,4.7,100,15.8,0.0,0.0,29.5
2023-11-26 23:00:00,4.5,100,15.6,0.0,0.0,27.4
2023-11-27 00:00:00,4.6,100,14.8,0.0,0.0,27.0
2023-11-27 01:00:00,4.7,100,15.8,0.0,0.0,27.0
2023-11-27 02:00:00,5.0,100,16.3,0.0,0.0,28.4
2023-11-27 03:00:00,5.0,100,21.3,0.0,0.0,37.1
2023-11-27 04:00:00,4.8,100,20.7,0.0,0.0,37.1
2023-11-27 05:00:00,4.8,100,22.2,0.0,0.0,38.2
2023-11-27 06:00:00,4.8,100,22.6,0.0,0.0,39.6
2023-11-27 07:00:00,4.5,100,22.5,0.0,0.0,39.6
2023-11-27 08:00:00,4.2,100,19.7,0.0,0.0,39.2
2023-11-27 09:00:00,4.2,100,16.7,0.0,0.0,34.6
2023-11-27 10:00:00,4.7,100,13.4,1.0,0.0,29.2
2023-11-27 11:00:00,5.3,100,12.4,8.0,0.0,23.4
2023-11-27 12:00:00,5.8,100,13.7,15.0,0.0,23.8
2023-11-27 13:00:00,6.2,100,12.9,23.0,0.0,23.8
2023-11-27 14:00:00,6.6,100,10.6,32.0,0.0,21.6
2023-11-27 15:00:00,6.3,100,10.4,56.0,0.0,19.8
2023-11-27 16:00:00,6.2,100,5.8,37.0,0.0,18.4
2023-11-27 17:00:00,6.0,100,8.0,10.0,0.0,13.3
2023-11-27 18:00:00,5.1,100,15.3,1.0,0.0,25.6
2023-11-27 19:00:00,3.8,100,19.8,0.0,0.0,34.9
2023-11-27 20:00:00,2.7,100,20.7,0.0,0.0,37.1
2023-11-27 21:00:00,1.5,100,18.1,0.0,0.0,37.1
2023-11-27 22:00:00,1.7,100,18.1,0.0,0.0,32.4
2023-11-27 23:00:00,2.2,100,21.0,0.0,0.0,37.8
2023-11-28 00:00:00,2.4,100,22.5,0.0,0.0,40.0
2023-11-28 01:00:00,2.7,100,25.4,0.0,0.0,44.3
2023-11-28 02:00:00,2.5,100,26.3,0.0,0.0,46.8
2023-11-28 03:00:00,2.2,100,23.2,0.0,0.0,41.4
2023-11-28 04:00:00,1.9,100,23.5,0.0,0.0,41.8
2023-11-28 05:00:00,1.4,79,23.5,0.0,0.0,42.8
2023-11-28 06:00:00,0.7,0,21.3,0.0,0.0,41.4
2023-11-28 07:00:00,-0.1,0,19.2,0.0,0.0,37.1
2023-11-28 08:00:00,-0.1,2,17.2,0.0,0.0,33.5
2023-11-28 09:00:00,-0.3,3,13.8,0.0,0.0,29.5
2023-11-28 10:00:00,-0.2,10,11.4,10.0,0.0,23.8
2023-11-28 11:00:00,1.0,17,9.1,88.0,3448.27,19.4
2023-11-28 12:00:00,2.1,26,7.6,174.0,3600.0,16.6
2023-11-28 13:00:00,2.9,25,6.8,227.0,3600.0,16.2
2023-11-28 14:00:00,3.5,100,8.0,246.0,3600.0,16.9
2023-11-28 15:00:00,3.6,63,10.2,156.0,3600.0,20.5
2023-11-28 16:00:00,3.7,52,10.4,124.0,3600.0,20.2
2023-11-28 17:00:00,3.0,78,7.5,58.0,3115.21,18.7
2023-11-28 18:00:00,2.0,74,12.3,5.0,0.0,19.8
2023-11-28 19:00:00,1.9,100,17.8,0.0,0.0,30.6
2023-11-28 20:00:00,1.8,100,19.4,0.0,0.0,33.5
2023-11-28 21:00:00,1.6,94,22.4,0.0,0.0,39.6
2023-11-28 22:00:00,1.4,100,22.7,0.0,0.0,39.6
2023-11-28 23:00:00,1.8,99,23.2,0.0,0.0,43.2
2023-11-29 00:00:00,1.6,99,16.8,0.0,0.0,40.3
2023-11-29 01:00:00,1.8,100,19.1,0.0,0.0,33.8
2023-11-29 02:00:00,2.7,100,19.2,0.0,0.0,36.4
2023-11-29 03:00:00,1.8,94,20.0,0.0,0.0,35.3
2023-11-29 04:00:00,2.3,100,22.9,0.0,0.0,39.6
2023-11-29 05:00:00,1.9,80,16.6,0.0,0.0,40.0
2023-11-29 06:00:00,3.0,58,22.6,0.0,0.0,38.5
2023-11-29 07:00:00,2.9,48,22.0,0.0,0.0,40.3
2023-11-29 08:00:00,3.3,26,20.0,0.0,0.0,37.8
2023-11-29 09:00:00,2.6,23,18.5,0.0,0.0,34.2
2023-11-29 10:00:00,1.9,22,13.8,9.0,0.0,31.7
2023-11-29 11:00:00,2.4,56,11.2,81.0,3345.49,23.4
2023-11-29 12:00:00,3.1,25,8.7,154.0,3600.0,18.4
2023-11-29 13:00:00,4.0,26,8.4,220.0,3600.0,22.7
2023-11-29 14:00:00,3.8,99,11.2,233.0,3600.0,22.3
2023-11-29 15:00:00,3.4,95,8.8,199.0,3600.0,19.8
2023-11-29 16:00:00,3.2,89,10.1,106.0,3243.08,18.7
2023-11-29 17:00:00,2.4,45,5.9,61.0,2546.42,18.4
2023-11-29 18:00:00,0.2,37,7.1,6.0,0.0,10.8
2023-11-29 19:00:00,-0.2,34,6.6,0.0,0.0,10.8
2023-11-29 20:00:00,-0.9,17,7.6,0.0,0.0,10.8
2023-11-29 21:00:00,-1.9,31,10.2,0.0,0.0,12.2
2023-11-29 22:00:00,-1.8,46,7.6,0.0,0.0,12.2
2023-11-29 23:00:00,-2.3,69,8.4,0.0,0.0,11.2
2023-11-30 00:00:00,-2.4,88,8.7,0.0,0.0,11.2
2023-11-30 01:00:00,-1.1,64,6.8,0.0,0.0,10.8
2023-11-30 02:00:00,-0.1,79,1.9,0.0,0.0,7.6
2023-11-30 03:00:00,0.6,100,3.3,0.0,0.0,5.8
2023-11-30 04:00:00,0.5,100,2.6,0.0,0.0,5.0
2023-11-30 05:00:00,0.6,100,4.6,0.0,0.0,9.4
2023-11-30 06:00:00,-0.5,100,4.7,0.0,0.0,8.3
2023-11-30 07:00:00,-1.0,100,4.6,0.0,0.0,7.2
2023-11-30 08:00:00,-0.1,100,4.0,0.0,0.0,9.0
2023-11-30 09:00:00,-0.2,100,3.6,0.0,0.0,8.3
2023-11-30 10:00:00,-0.1,100,3.7,4.0,0.0,8.6
2023-11-30 11:00:00,0.5,100,7.2,32.0,0.0,14.4
2023-11-30 12:00:00,1.2,95,6.0,66.0,0.0,14.8
2023-11-30 13:00:00,2.2,86,7.1,168.0,3600.0,16.2
2023-11-30 14:00:00,3.0,54,7.5,204.0,3600.0,17.3
2023-11-30 15:00:00,2.1,45,5.0,147.0,1569.86,13.7
2023-11-30 16:00:00,2.1,23,5.4,146.0,3600.0,13.3
2023-11-30 17:00:00,1.2,10,4.1,74.0,2995.78,11.5
2023-11-30 18:00:00,1.0,5,4.0,6.0,0.0,5.4
2023-11-30 19:00:00,0.2,0,2.0,0.0,0.0,5.0
2023-11-30 20:00:00,-0.7,98,3.7,0.0,0.0,4.3
2023-11-30 21:00:00,-1.9,100,4.8,0.0,0.0,6.1
2023-11-30 22:00:00,-2.5,100,2.6,0.0,0.0,6.5
2023-11-30 23:00:00,-2.8,100,4.2,0.0,0.0,9.0
2023-12-01 00:00:00,-2.8,100,5.5,0.0,0.0,11.2
2023-12-01 01:00:00,-2.8,100,5.4,0.0,0.0,11.9
2023-12-01 02:00:00,-2.6,100,5.2,0.0,0.0,12.2
2023-12-01 03:00:00,-2.9,100,6.9,0.0,0.0,14.4
2023-12-01 04:00:00,-2.9,100,8.1,0.0,0.0,16.6
2023-12-01 05:00:00,-2.7,100,10.4,0.0,0.0,19.4
2023-12-01 06:00:00,-1.8,100,10.2,0.0,0.0,20.2
2023-12-01 07:00:00,-1.1,100,13.7,0.0,0.0,24.5
2023-12-01 08:00:00,-0.6,100,9.3,0.0,0.0,24.8
2023-12-01 09:00:00,-0.9,100,8.2,0.0,0.0,16.2
2023-12-01 10:00:00,-0.7,100,10.5,3.0,0.0,18.7
2023-12-01 11:00:00,-0.4,76,11.0,43.0,0.0,20.5
2023-12-01 12:00:00,-0.2,100,10.2,132.0,3600.0,21.2
2023-12-01 13:00:00,-0.1,97,9.4,153.0,3600.0,21.2
2023-12-01 14:00:00,0.3,24,8.4,188.0,3600.0,20.2
2023-12-01 15:00:00,0.7,9,8.9,227.0,3600.0,18.7
2023-12-01 16:00:00,0.4,21,9.4,163.0,3600.0,18.4
2023-12-01 17:00:00,-0.7,1,7.4,73.0,2941.5,18.4
2023-12-01 18:00:00,-2.4,0,6.9,6.0,0.0,13.0
2023-12-01 19:00:00,-2.9,0,7.6,0.0,0.0,13.0
2023-12-01 20:00:00,-3.3,0,8.2,0.0,0.0,14.0
2023-12-01 21:00:00,-3.5,0,8.3,0.0,0.0,14.8
2023-12-01 22:00:00,-3.7,0,6.7,0.0,0.0,14.4
2023-12-01 23:00:00,-4.2,0,5.6,0.0,0.0,11.2
