time,temperature_2m,cloudcover,wind_speed_10m,shortwave_radiation,sunshine_duration,windgusts_10m
2022-01-01 00:00:00,11.4,100,20.1,0.0,0.0,39.2
2022-01-01 01:00:00,11.4,100,19.0,0.0,0.0,35.3
2022-01-01 02:00:00,10.7,100,18.4,0.0,0.0,33.8
2022-01-01 03:00:00,11.1,100,16.6,0.0,0.0,33.1
2022-01-01 04:00:00,10.5,63,17.6,0.0,0.0,30.6
2022-01-01 05:00:00,10.3,56,16.6,0.0,0.0,30.6
2022-01-01 06:00:00,10.2,100,16.6,0.0,0.0,28.8
2022-01-01 07:00:00,10.5,100,16.4,0.0,0.0,28.8
2022-01-01 08:00:00,10.9,100,16.7,0.0,0.0,28.8
2022-01-01 09:00:00,11.3,100,16.4,0.0,0.0,28.8
2022-01-01 10:00:00,11.5,100,16.3,0.0,0.0,28.4
2022-01-01 11:00:00,11.9,100,18.1,16.0,0.0,31.3
2022-01-01 12:00:00,12.2,100,20.0,78.0,0.0,34.6
2022-01-01 13:00:00,12.7,100,20.6,111.0,0.0,36.0
2022-01-01 14:00:00,12.9,100,19.3,140.0,663.19,36.4
2022-01-01 15:00:00,12.9,72,15.1,156.0,3600.0,33.5
2022-01-01 16:00:00,13.2,99,21.8,134.0,3600.0,39.2
2022-01-01 17:00:00,12.8,100,18.7,62.0,2492.9,38.2
2022-01-01 18:00:00,12.5,100,18.3,5.0,0.0,32.4
2022-01-01 19:00:00,12.4,100,18.9,0.0,0.0,32.8
2022-01-01 20:00:00,12.0,100,19.2,0.0,0.0,33.5
2022-01-01 21:00:00,12.0,100,19.6,0.0,0.0,33.8
2022-01-01 22:00:00,11.7,100,18.7,0.0,0.0,34.2
2022-01-01 23:00:00,11.9,100,18.4,0.0,0.0,32.0
2022-01-02 00:00:00,12.0,100,19.3,0.0,0.0,33.5
2022-01-02 01:00:00,11.4,100,19.8,0.0,0.0,33.5
2022-01-02 02:00:00,11.6,100,18.1,0.0,0.0,34.6
2022-01-02 03:00:00,11.8,100,22.7,0.0,0.0,39.6
2022-01-02 04:00:00,12.6,100,25.6,0.0,0.0,43.9
2022-01-02 05:00:00,13.2,100,26.8,0.0,0.0,46.8
2022-01-02 06:00:00,12.5,100,24.5,0.0,0.0,46.8
2022-01-02 07:00:00,12.1,100,23.2,0.0,0.0,52.2
2022-01-02 08:00:00,11.7,100,23.0,0.0,0.0,40.7
2022-01-02 09:00:00,11.4,100,25.4,0.0,0.0,43.2
2022-01-02 10:00:00,11.6,99,29.2,0.0,0.0,51.5
2022-01-02 11:00:00,11.6,100,29.0,22.0,0.0,51.5
2022-01-02 12:00:00,12.0,100,29.1,59.0,0.0,51.8
2022-01-02 13:00:00,12.6,100,32.3,130.0,3600.0,57.6
2022-01-02 14:00:00,12.4,100,31.9,91.0,0.0,60.8
2022-01-02 15:00:00,12.3,47,29.8,149.0,3600.0,57.6
2022-01-02 16:00:00,11.6,99,27.5,151.0,3600.0,52.9
2022-01-02 17:00:00,10.6,100,23.0,59.0,1581.14,49.0
2022-01-02 18:00:00,10.3,100,22.0,5.0,0.0,41.4
2022-01-02 19:00:00,10.6,100,21.8,0.0,0.0,38.9
2022-01-02 20:00:00,10.6,99,22.1,0.0,0.0,38.5
2022-01-02 21:00:00,9.5,100,22.0,0.0,0.0,46.8
2022-01-02 22:00:00,9.9,100,29.3,0.0,0.0,50.4
2022-01-02 23:00:00,10.2,100,32.5,0.0,0.0,58.0
2022-01-03 00:00:00,9.9,43,32.7,0.0,0.0,59.0
2022-01-03 01:00:00,9.3,57,30.8,0.0,0.0,58.0
2022-01-03 02:00:00,9.8,30,31.1,0.0,0.0,54.7
2022-01-03 03:00:00,9.0,9,27.8,0.0,0.0,56.2
2022-01-03 04:00:00,8.7,10,28.2,0.0,0.0,50.4
2022-01-03 05:00:00,8.5,16,27.7,0.0,0.0,50.0
2022-01-03 06:00:00,8.7,5,27.9,0.0,0.0,49.7
2022-01-03 07:00:00,8.5,40,27.3,0.0,0.0,49.7
2022-01-03 08:00:00,8.5,33,28.5,0.0,0.0,50.4
2022-01-03 09:00:00,8.5,37,28.2,0.0,0.0,50.4
2022-01-03 10:00:00,8.5,33,27.6,0.0,0.0,50.4
2022-01-03 11:00:00,8.9,36,26.6,38.0,1477.5,49.0
2022-01-03 12:00:00,9.6,28,28.1,111.0,3600.0,48.2
2022-01-03 13:00:00,10.3,43,27.9,172.0,3600.0,53.6
2022-01-03 14:00:00,10.0,44,23.7,176.0,3600.0,55.8
2022-01-03 15:00:00,10.0,37,26.6,148.0,3600.0,50.4
2022-01-03 16:00:00,9.3,100,24.7,141.0,3600.0,49.3
2022-01-03 17:00:00,8.2,100,22.4,72.0,3401.05,43.9
2022-01-03 18:00:00,7.8,100,21.0,9.0,0.0,39.2
2022-01-03 19:00:00,8.0,100,19.9,0.0,0.0,36.7
2022-01-03 20:00:00,7.8,100,18.8,0.0,0.0,35.3
2022-01-03 21:00:00,7.9,100,19.1,0.0,0.0,33.5
2022-01-03 22:00:00,7.9,100,19.2,0.0,0.0,33.8
2022-01-03 23:00:00,8.0,100,18.6,0.0,0.0,33.5
2022-01-04 00:00:00,7.6,100,17.3,0.0,0.0,32.8
2022-01-04 01:00:00,7.6,100,17.3,0.0,0.0,31.0
2022-01-04 02:00:00,7.8,100,14.5,0.0,0.0,30.2
2022-01-04 03:00:00,7.9,100,15.9,0.0,0.0,28.4
2022-01-04 04:00:00,8.0,100,18.3,0.0,0.0,32.0
2022-01-04 05:00:00,7.6,100,16.6,0.0,0.0,31.3
2022-01-04 06:00:00,7.5,100,16.0,0.0,0.0,29.2
2022-01-04 07:00:00,7.4,100,16.4,0.0,0.0,29.2
2022-01-04 08:00:00,7.1,100,15.5,0.0,0.0,28.4
2022-01-04 09:00:00,7.0,100,14.8,0.0,0.0,27.0
2022-01-04 10:00:00,6.8,100,14.6,0.0,0.0,25.6
2022-01-04 11:00:00,6.8,100,15.7,15.0,0.0,27.7
2022-01-04 12:00:00,7.5,100,13.9,55.0,0.0,27.4
2022-01-04 13:00:00,8.0,100,13.7,101.0,0.0,28.1
2022-01-04 14:00:00,7.1,100,16.1,94.0,0.0,33.5
2022-01-04 15:00:00,6.5,95,8.8,23.0,0.0,29.9
2022-01-04 16:00:00,6.6,100,12.9,109.0,2939.6,25.6
2022-01-04 17:00:00,6.2,100,10.6,24.0,0.0,23.4
2022-01-04 18:00:00,5.7,100,8.7,2.0,0.0,18.7
2022-01-04 19:00:00,5.4,100,7.1,0.0,0.0,15.1
2022-01-04 20:00:00,5.2,98,10.2,0.0,0.0,16.9
2022-01-04 21:00:00,4.7,100,10.4,0.0,0.0,20.2
2022-01-04 22:00:00,4.7,100,12.4,0.0,0.0,20.9
2022-01-04 23:00:00,4.4,82,17.0,0.0,0.0,28.8
2022-01-05 00:00:00,3.5,22,15.9,0.0,0.0,29.5
2022-01-05 01:00:00,2.9,13,14.7,0.0,0.0,27.7
2022-01-05 02:00:00,3.2,8,16.2,0.0,0.0,25.2
2022-01-05 03:00:00,2.8,22,17.3,0.0,0.0,30.2
2022-01-05 04:00:00,2.6,23,18.1,0.0,0.0,31.3
2022-01-05 05:00:00,2.4,49,18.3,0.0,0.0,32.0
2022-01-05 06:00:00,2.7,49,20.2,0.0,0.0,35.3
2022-01-05 07:00:00,3.2,51,21.6,0.0,0.0,37.8
2022-01-05 08:00:00,3.6,74,24.9,0.0,0.0,43.6
2022-01-05 09:00:00,3.8,100,26.7,0.0,0.0,47.2
2022-01-05 10:00:00,3.9,100,28.5,0.0,0.0,50.4
2022-01-05 11:00:00,4.8,100,28.5,18.0,0.0,50.8
2022-01-05 12:00:00,5.0,100,29.3,20.0,0.0,51.8
2022-01-05 13:00:00,4.9,100,27.9,20.0,0.0,52.9
2022-01-05 14:00:00,5.4,90,28.2,48.0,0.0,50.0
2022-01-05 15:00:00,6.2,70,26.7,70.0,0.0,51.1
2022-01-05 16:00:00,6.8,63,25.2,112.0,3600.0,48.2
2022-01-05 17:00:00,6.6,57,22.9,64.0,3559.57,44.3
2022-01-05 18:00:00,5.4,68,21.9,9.0,0.0,41.4
2022-01-05 19:00:00,4.6,85,19.6,0.0,0.0,38.9
2022-01-05 20:00:00,5.1,57,19.6,0.0,0.0,34.6
2022-01-05 21:00:00,5.1,10,18.1,0.0,0.0,33.8
2022-01-05 22:00:00,4.5,2,19.1,0.0,0.0,33.1
2022-01-05 23:00:00,4.2,3,20.2,0.0,0.0,34.9
2022-01-06 00:00:00,4.0,7,18.9,0.0,0.0,34.9
2022-01-06 01:00:00,3.9,12,17.3,0.0,0.0,32.8
2022-01-06 02:00:00,3.3,21,13.0,0.0,0.0,29.9
2022-01-06 03:00:00,3.1,17,11.3,0.0,0.0,22.3
2022-01-06 04:00:00,2.5,9,10.8,0.0,0.0,18.7
2022-01-06 05:00:00,2.0,9,9.8,0.0,0.0,18.0
2022-01-06 06:00:00,1.6,2,8.4,0.0,0.0,16.2
2022-01-06 07:00:00,0.6,5,7.1,0.0,0.0,14.0
2022-01-06 08:00:00,0.2,9,6.9,0.0,0.0,11.2
2022-01-06 09:00:00,-0.5,9,7.8,0.0,0.0,11.2
2022-01-06 10:00:00,-0.5,15,6.7,0.0,0.0,11.2
2022-01-06 11:00:00,1.5,6,7.6,44.0,1802.7,11.5
2022-01-06 12:00:00,3.5,3,9.1,131.0,3600.0,15.5
2022-01-06 13:00:00,5.0,19,8.7,200.0,3600.0,16.6
2022-01-06 14:00:00,5.1,29,11.4,222.0,3600.0,20.2
2022-01-06 15:00:00,4.7,100,12.3,34.0,0.0,24.1
2022-01-06 16:00:00,4.8,72,14.8,58.0,0.0,23.8
2022-01-06 17:00:00,4.4,24,13.4,61.0,3600.0,27.4
2022-01-06 18:00:00,3.0,22,14.4,12.0,3.26,24.5
2022-01-06 19:00:00,2.5,100,15.1,0.0,0.0,27.0
2022-01-06 20:00:00,3.0,100,18.5,0.0,0.0,31.7
2022-01-06 21:00:00,2.9,100,21.8,0.0,0.0,38.2
2022-01-06 22:00:00,2.8,100,23.5,0.0,0.0,41.4
2022-01-06 23:00:00,3.1,100,23.6,0.0,0.0,42.1
2022-01-07 00:00:00,3.4,100,24.7,0.0,0.0,43.6
2022-01-07 01:00:00,3.4,100,25.5,0.0,0.0,45.0
2022-01-07 02:00:00,3.3,100,26.3,0.0,0.0,47.2
2022-01-07 03:00:00,2.9,100,25.0,0.0,0.0,47.2
2022-01-07 04:00:00,2.8,100,24.7,0.0,0.0,45.0
2022-01-07 05:00:00,3.1,100,24.5,0.0,0.0,43.6
2022-01-07 06:00:00,3.2,100,24.2,0.0,0.0,46.1
2022-01-07 07:00:00,3.7,100,22.1,0.0,0.0,42.1
2022-01-07 08:00:00,4.0,92,22.5,0.0,0.0,39.2
2022-01-07 09:00:00,3.7,79,20.0,0.0,0.0,39.6
2022-01-07 10:00:00,3.6,83,19.8,0.0,0.0,34.9
2022-01-07 11:00:00,3.6,96,22.5,36.0,915.34,38.5
2022-01-07 12:00:00,4.2,44,18.4,78.0,1186.43,39.2
2022-01-07 13:00:00,5.0,77,14.5,165.0,3600.0,32.8
2022-01-07 14:00:00,5.3,99,17.7,187.0,3600.0,34.9
2022-01-07 15:00:00,5.6,75,15.5,228.0,3600.0,32.0
2022-01-07 16:00:00,3.2,94,16.3,145.0,3600.0,38.2
2022-01-07 17:00:00,3.5,72,17.3,50.0,543.23,28.8
2022-01-07 18:00:00,3.1,37,14.6,12.0,0.0,31.0
2022-01-07 19:00:00,2.7,44,14.3,0.0,0.0,25.2
2022-01-07 20:00:00,1.9,37,14.0,0.0,0.0,24.8
2022-01-07 21:00:00,1.7,66,13.8,0.0,0.0,25.6
2022-01-07 22:00:00,1.0,78,10.7,0.0,0.0,23.8
2022-01-07 23:00:00,0.3,11,6.9,0.0,0.0,18.4
2022-01-08 00:00:00,-1.1,60,7.4,0.0,0.0,11.9
2022-01-08 01:00:00,-0.1,23,7.1,0.0,0.0,12.6
2022-01-08 02:00:00,0.8,30,10.0,0.0,0.0,15.5
2022-01-08 03:00:00,1.0,20,9.8,0.0,0.0,18.0
2022-01-08 04:00:00,0.5,5,8.6,0.0,0.0,16.6
2022-01-08 05:00:00,0.6,8,11.4,0.0,0.0,19.4
2022-01-08 06:00:00,0.8,7,11.1,0.0,0.0,20.2
2022-01-08 07:00:00,0.7,16,11.4,0.0,0.0,19.1
2022-01-08 08:00:00,0.7,98,12.1,0.0,0.0,20.9
2022-01-08 09:00:00,0.8,100,10.5,0.0,0.0,20.5
2022-01-08 10:00:00,1.3,100,12.1,0.0,0.0,20.5
2022-01-08 11:00:00,2.0,100,15.9,27.0,0.0,26.6
2022-01-08 12:00:00,2.5,100,19.0,48.0,0.0,33.5
2022-01-08 13:00:00,2.5,100,22.1,33.0,0.0,38.9
2022-01-08 14:00:00,2.2,100,23.4,62.0,0.0,38.9
2022-01-08 15:00:00,2.6,100,24.9,33.0,0.0,38.9
2022-01-08 16:00:00,3.1,100,29.9,17.0,0.0,51.1
2022-01-08 17:00:00,3.7,100,29.3,13.0,0.0,52.9
2022-01-08 18:00:00,4.2,100,28.1,2.0,0.0,52.2
2022-01-08 19:00:00,5.0,100,29.6,0.0,0.0,51.8
2022-01-08 20:00:00,5.8,100,28.8,0.0,0.0,54.0
2022-01-08 21:00:00,6.3,100,27.0,0.0,0.0,51.1
2022-01-08 22:00:00,6.5,100,25.0,0.0,0.0,47.9
2022-01-08 23:00:00,6.5,100,22.4,0.0,0.0,44.6
2022-01-09 00:00:00,6.4,100,17.3,0.0,0.0,39.6
2022-01-09 01:00:00,6.2,100,16.1,0.0,0.0,29.9
2022-01-09 02:00:00,6.5,100,19.4,0.0,0.0,33.5
2022-01-09 03:00:00,6.5,100,26.3,0.0,0.0,45.7
2022-01-09 04:00:00,6.5,100,25.9,0.0,0.0,48.6
2022-01-09 05:00:00,5.8,100,27.5,0.0,0.0,48.6
2022-01-09 06:00:00,5.8,100,27.4,0.0,0.0,49.0
2022-01-09 07:00:00,5.3,100,25.3,0.0,0.0,48.2
2022-01-09 08:00:00,5.0,100,23.9,0.0,0.0,44.6
2022-01-09 09:00:00,4.8,100,22.0,0.0,0.0,42.1
2022-01-09 10:00:00,4.4,75,20.5,0.0,0.0,38.9
2022-01-09 11:00:00,4.8,69,20.2,40.0,1558.56,36.0
2022-01-09 12:00:00,5.6,83,20.6,117.0,3600.0,37.1
2022-01-09 13:00:00,6.2,46,21.4,183.0,3600.0,38.2
2022-01-09 14:00:00,6.0,44,18.1,220.0,3600.0,41.8
2022-01-09 15:00:00,6.3,27,16.9,200.0,3600.0,36.4
2022-01-09 16:00:00,6.1,22,16.2,171.0,3600.0,34.9
2022-01-09 17:00:00,5.3,13,13.4,88.0,3600.0,28.8
2022-01-09 18:00:00,3.8,36,10.6,15.0,81.01,23.8
2022-01-09 19:00:00,3.2,41,9.8,0.0,0.0,18.0
2022-01-09 20:00:00,2.9,59,9.1,0.0,0.0,16.9
2022-01-09 21:00:00,2.8,48,9.6,0.0,0.0,16.2
2022-01-09 22:00:00,2.3,38,8.9,0.0,0.0,16.2
2022-01-09 23:00:00,1.8,16,8.4,0.0,0.0,14.8
2022-01-10 00:00:00,1.2,21,7.7,0.0,0.0,14.4
2022-01-10 01:00:00,0.9,53,7.2,0.0,0.0,12.6
2022-01-10 02:00:00,0.9,56,7.0,0.0,0.0,12.6
2022-01-10 03:00:00,-0.1,35,6.1,0.0,0.0,11.2
2022-01-10 04:00:00,-0.1,27,6.1,0.0,0.0,10.8
2022-01-10 05:00:00,-0.2,21,7.1,0.0,0.0,11.9
2022-01-10 06:00:00,-0.4,1,6.6,0.0,0.0,12.2
2022-01-10 07:00:00,-0.8,4,6.5,0.0,0.0,11.2
2022-01-10 08:00:00,-1.2,1,7.4,0.0,0.0,11.2
2022-01-10 09:00:00,-1.5,0,7.2,0.0,0.0,10.8
2022-01-10 10:00:00,-1.5,0,6.7,1.0,0.0,10.8
2022-01-10 11:00:00,0.4,0,7.8,49.0,1971.31,11.9
2022-01-10 12:00:00,1.8,2,7.6,139.0,3600.0,14.4
2022-01-10 13:00:00,3.2,6,6.5,211.0,3600.0,14.4
2022-01-10 14:00:00,4.5,15,7.7,243.0,3600.0,16.2
2022-01-10 15:00:00,5.2,0,8.1,233.0,3600.0,16.9
2022-01-10 16:00:00,5.2,0,7.5,184.0,3600.0,16.6
2022-01-10 17:00:00,4.1,0,6.9,101.0,3600.0,14.0
2022-01-10 18:00:00,2.1,0,7.9,18.0,143.53,13.0
2022-01-10 19:00:00,1.5,0,9.4,0.0,0.0,15.8
2022-01-10 20:00:00,0.7,11,8.4,0.0,0.0,16.2
2022-01-10 21:00:00,-0.0,41,7.8,0.0,0.0,14.4
2022-01-10 22:00:00,-0.3,100,8.3,0.0,0.0,14.4
2022-01-10 23:00:00,-0.2,100,9.8,0.0,0.0,16.9
2022-01-11 00:00:00,-0.0,100,11.5,0.0,0.0,22.3
2022-01-11 01:00:00,0.2,100,10.6,0.0,0.0,21.6
2022-01-11 02:00:00,0.5,100,10.1,0.0,0.0,19.1
2022-01-11 03:00:00,0.8,100,9.7,0.0,0.0,16.9
2022-01-11 04:00:00,0.3,100,10.7,0.0,0.0,18.0
2022-01-11 05:00:00,-0.2,100,11.2,0.0,0.0,19.4
2022-01-11 06:00:00,-0.5,100,12.3,0.0,0.0,21.2
2022-01-11 07:00:00,-0.7,100,13.1,0.0,0.0,22.3
2022-01-11 08:00:00,-0.8,100,12.3,0.0,0.0,22.7
2022-01-11 09:00:00,-0.7,99,12.3,0.0,0.0,21.2
2022-01-11 10:00:00,-0.5,96,13.0,1.0,0.0,22.3
2022-01-11 11:00:00,0.2,51,14.8,41.0,453.42,25.2
2022-01-11 12:00:00,1.3,47,13.0,136.0,3600.0,25.9
2022-01-11 13:00:00,2.6,20,12.9,212.0,3600.0,24.5
2022-01-11 14:00:00,3.4,66,11.6,223.0,3600.0,25.2
2022-01-11 15:00:00,4.3,91,12.8,171.0,3600.0,24.1
2022-01-11 16:00:00,4.3,99,12.3,109.0,2540.28,23.8
2022-01-11 17:00:00,4.2,100,12.5,41.0,0.0,23.0
2022-01-11 18:00:00,3.7,68,12.2,11.0,0.0,21.2
2022-01-11 19:00:00,2.4,81,11.1,0.0,0.0,20.5
2022-01-11 20:00:00,2.2,99,11.1,0.0,0.0,19.4
2022-01-11 21:00:00,2.8,100,11.4,0.0,0.0,20.2
2022-01-11 22:00:00,2.8,100,11.8,0.0,0.0,20.2
2022-01-11 23:00:00,2.9,100,10.6,0.0,0.0,20.5
2022-01-12 00:00:00,2.9,100,10.7,0.0,0.0,18.4
2022-01-12 01:00:00,2.9,100,10.8,0.0,0.0,18.7
2022-01-12 02:00:00,3.3,100,8.9,0.0,0.0,19.1
2022-01-12 03:00:00,3.5,100,9.8,0.0,0.0,16.6
2022-01-12 04:00:00,3.5,100,9.2,0.0,0.0,16.9
2022-01-12 05:00:00,3.7,100,7.3,0.0,0.0,15.1
2022-01-12 06:00:00,4.0,100,5.4,0.0,0.0,11.5
2022-01-12 07:00:00,3.0,100,3.6,0.0,0.0,8.6
2022-01-12 08:00:00,2.7,100,4.3,0.0,0.0,6.5
2022-01-12 09:00:00,3.2,100,4.1,0.0,0.0,7.2
2022-01-12 10:00:00,3.5,100,3.3,0.0,0.0,7.2
2022-01-12 11:00:00,3.9,100,1.5,20.0,0.0,7.6
2022-01-12 12:00:00,4.5,100,2.2,57.0,0.0,7.2
2022-01-12 13:00:00,5.2,100,4.5,113.0,625.67,11.5
2022-01-12 14:00:00,5.6,67,6.6,181.0,3600.0,13.3
2022-01-12 15:00:00,5.8,100,5.9,157.0,3600.0,14.8
2022-01-12 16:00:00,5.6,100,7.2,93.0,0.0,15.1
2022-01-12 17:00:00,5.0,100,8.4,60.0,923.0,16.2
2022-01-12 18:00:00,4.5,100,8.0,10.0,0.0,14.8
2022-01-12 19:00:00,3.9,100,9.2,0.0,0.0,15.5
2022-01-12 20:00:00,3.3,54,9.6,0.0,0.0,15.8
2022-01-12 21:00:00,2.9,64,10.0,0.0,0.0,16.6
2022-01-12 22:00:00,2.6,6,10.9,0.0,0.0,18.7
2022-01-12 23:00:00,2.4,1,10.2,0.0,0.0,18.4
2022-01-13 00:00:00,2.2,10,10.1,0.0,0.0,17.6
2022-01-13 01:00:00,2.1,1,11.0,0.0,0.0,19.1
2022-01-13 02:00:00,2.0,1,11.6,0.0,0.0,19.1
2022-01-13 03:00:00,2.1,3,11.2,0.0,0.0,19.4
2022-01-13 04:00:00,2.3,26,11.9,0.0,0.0,20.5
2022-01-13 05:00:00,2.4,9,12.1,0.0,0.0,20.9
2022-01-13 06:00:00,2.3,7,11.0,0.0,0.0,20.5
2022-01-13 07:00:00,2.1,15,10.4,0.0,0.0,18.7
2022-01-13 08:00:00,2.0,25,11.7,0.0,0.0,19.8
2022-01-13 09:00:00,2.2,100,12.0,0.0,0.0,20.9
2022-01-13 10:00:00,2.7,100,12.3,1.0,0.0,21.2
2022-01-13 11:00:00,3.6,100,13.7,28.0,0.0,23.0
2022-01-13 12:00:00,4.5,100,13.5,64.0,0.0,23.4
2022-01-13 13:00:00,5.5,100,13.7,96.0,0.0,25.2
2022-01-13 14:00:00,4.8,100,14.4,114.0,0.0,27.4
2022-01-13 15:00:00,5.5,100,14.7,119.0,65.61,27.4
2022-01-13 16:00:00,6.1,100,14.8,96.0,441.57,27.4
2022-01-13 17:00:00,6.3,50,11.5,54.0,451.62,27.0
2022-01-13 18:00:00,5.2,10,10.7,17.0,67.99,19.8
2022-01-13 19:00:00,4.3,9,10.4,0.0,0.0,18.4
2022-01-13 20:00:00,3.8,1,10.3,0.0,0.0,17.3
2022-01-13 21:00:00,3.5,1,11.7,0.0,0.0,19.8
2022-01-13 22:00:00,3.4,0,11.1,0.0,0.0,20.2
2022-01-13 23:00:00,3.2,0,10.0,0.0,0.0,18.7
2022-01-14 00:00:00,3.0,0,11.4,0.0,0.0,19.1
2022-01-14 01:00:00,2.9,0,13.3,0.0,0.0,22.7
2022-01-14 02:00:00,3.1,0,12.9,0.0,0.0,23.4
2022-01-14 03:00:00,3.2,0,12.0,0.0,0.0,22.0
2022-01-14 04:00:00,3.2,0,11.0,0.0,0.0,20.2
2022-01-14 05:00:00,2.9,0,9.6,0.0,0.0,18.4
2022-01-14 06:00:00,2.7,0,9.9,0.0,0.0,16.6
2022-01-14 07:00:00,2.7,0,9.5,0.0,0.0,16.9
2022-01-14 08:00:00,2.3,0,8.1,0.0,0.0,15.5
2022-01-14 09:00:00,2.4,0,9.9,0.0,0.0,16.2
2022-01-14 10:00:00,2.5,1,9.7,1.0,0.0,16.9
2022-01-14 11:00:00,3.6,29,9.7,53.0,2194.48,16.2
2022-01-14 12:00:00,5.1,47,10.2,135.0,3600.0,18.0
2022-01-14 13:00:00,6.4,17,7.2,199.0,3600.0,16.6
2022-01-14 14:00:00,6.1,46,7.6,244.0,3600.0,18.4
2022-01-14 15:00:00,6.6,100,5.2,152.0,1888.98,15.1
2022-01-14 16:00:00,6.5,100,2.2,111.0,0.0,11.9
2022-01-14 17:00:00,6.4,100,2.3,59.0,0.0,6.8
2022-01-14 18:00:00,5.4,100,3.2,12.0,0.0,4.0
2022-01-14 19:00:00,5.3,100,5.8,0.0,0.0,9.0
2022-01-14 20:00:00,5.0,100,6.2,0.0,0.0,10.4
2022-01-14 21:00:00,4.6,100,4.9,0.0,0.0,10.4
2022-01-14 22:00:00,4.5,100,5.0,0.0,0.0,9.0
2022-01-14 23:00:00,4.3,100,5.2,0.0,0.0,9.0
2022-01-15 00:00:00,4.4,100,5.8,0.0,0.0,9.7
2022-01-15 01:00:00,4.4,100,5.9,0.0,0.0,10.1
2022-01-15 02:00:00,4.0,100,3.4,0.0,0.0,11.5
2022-01-15 03:00:00,3.9,100,4.8,0.0,0.0,8.6
2022-01-15 04:00:00,4.0,100,4.8,0.0,0.0,9.4
2022-01-15 05:00:00,3.9,100,4.8,0.0,0.0,8.6
2022-01-15 06:00:00,4.0,100,6.6,0.0,0.0,11.9
2022-01-15 07:00:00,3.8,100,9.4,0.0,0.0,16.6
2022-01-15 08:00:00,3.8,100,9.0,0.0,0.0,16.9
2022-01-15 09:00:00,3.8,100,9.9,0.0,0.0,18.0
2022-01-15 10:00:00,3.9,100,11.5,0.0,0.0,19.8
2022-01-15 11:00:00,4.0,100,9.4,19.0,0.0,20.2
2022-01-15 12:00:00,4.3,40,9.7,56.0,0.0,18.4
2022-01-15 13:00:00,5.0,71,14.1,195.0,3600.0,27.0
2022-01-15 14:00:00,3.1,100,12.2,209.0,3600.0,27.7
2022-01-15 15:00:00,2.8,100,11.5,107.0,0.0,24.1
2022-01-15 16:00:00,2.9,100,11.2,114.0,1786.18,23.4
2022-01-15 17:00:00,2.9,100,9.7,66.0,0.0,22.0
2022-01-15 18:00:00,2.0,100,6.0,18.0,0.0,18.4
2022-01-15 19:00:00,1.2,100,8.6,0.0,0.0,14.4
2022-01-15 20:00:00,0.9,100,8.6,0.0,0.0,15.1
2022-01-15 21:00:00,0.7,100,9.1,0.0,0.0,15.1
2022-01-15 22:00:00,0.6,100,8.5,0.0,0.0,15.5
2022-01-15 23:00:00,0.4,100,8.0,0.0,0.0,14.4
2022-01-16 00:00:00,0.3,100,8.7,0.0,0.0,14.8
2022-01-16 01:00:00,0.4,100,8.9,0.0,0.0,15.1
2022-01-16 02:00:00,1.1,100,9.7,0.0,0.0,18.7
2022-01-16 03:00:00,1.8,100,11.6,0.0,0.0,19.4
2022-01-16 04:00:00,2.5,100,13.9,0.0,0.0,23.4
2022-01-16 05:00:00,3.2,100,14.6,0.0,0.0,25.9
2022-01-16 06:00:00,3.8,100,14.1,0.0,0.0,25.6
2022-01-16 07:00:00,4.4,100,13.6,0.0,0.0,24.1
2022-01-16 08:00:00,4.6,100,13.9,0.0,0.0,23.8
2022-01-16 09:00:00,5.5,100,16.5,0.0,0.0,27.7
2022-01-16 10:00:00,6.1,100,16.2,1.0,0.0,29.2
2022-01-16 11:00:00,6.6,94,17.5,26.0,0.0,30.2
2022-01-16 12:00:00,7.0,46,17.1,81.0,1210.92,30.2
2022-01-16 13:00:00,6.9,43,18.5,176.0,3600.0,33.1
2022-01-16 14:00:00,6.4,19,20.8,232.0,3600.0,34.6
2022-01-16 15:00:00,6.5,82,21.2,99.0,0.0,38.2
2022-01-16 16:00:00,6.3,100,19.2,133.0,3600.0,40.3
2022-01-16 17:00:00,6.5,100,16.8,28.0,0.0,34.2
2022-01-16 18:00:00,6.4,100,14.8,8.0,0.0,28.8
2022-01-16 19:00:00,6.2,100,15.8,0.0,0.0,27.0
2022-01-16 20:00:00,6.2,100,15.3,0.0,0.0,29.2
2022-01-16 21:00:00,6.0,100,13.7,0.0,0.0,26.6
2022-01-16 22:00:00,6.0,100,14.8,0.0,0.0,25.6
2022-01-16 23:00:00,5.8,90,13.2,0.0,0.0,25.2
2022-01-17 00:00:00,5.2,97,12.9,0.0,0.0,22.7
2022-01-17 01:00:00,4.9,85,12.1,0.0,0.0,22.3
2022-01-17 02:00:00,5.1,33,11.4,0.0,0.0,20.5
2022-01-17 03:00:00,4.3,80,12.2,0.0,0.0,20.2
2022-01-17 04:00:00,4.5,5,14.2,0.0,0.0,24.5
2022-01-17 05:00:00,3.8,62,13.7,0.0,0.0,24.5
2022-01-17 06:00:00,3.8,8,15.2,0.0,0.0,25.9
2022-01-17 07:00:00,4.1,31,16.6,0.0,0.0,28.1
2022-01-17 08:00:00,4.8,38,17.7,0.0,0.0,31.3
2022-01-17 09:00:00,4.7,12,17.2,0.0,0.0,30.6
2022-01-17 10:00:00,4.4,100,17.2,2.0,0.0,30.2
2022-01-17 11:00:00,5.9,17,18.3,19.0,0.0,32.0
