# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 260         5.180       52.100      1.90        De Bilt     
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# T         : Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# T10N      : Minimumtemperatuur (in 0.1 graden Celsius) op 10 cm hoogte in de afgelopen 6 uur / Minimum temperature (in 0.1 degrees Celsius) at 0.1 m in the preceding 6-hour period
# TD        : Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Dew point temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# DR        : Duur van de neerslag (in 0.1 uur) per uurvak / Precipitation duration (in 0.1 hour) during the hourly division
# RH        : Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# DD        : Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Mean wind direction (in degrees) during the 10-minute period preceding the time of observation (360=north; 90=east; 180=south; 270=west; 0=calm 990=variable)
# FH        : Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Hourly mean wind speed (in 0.1 m/s)
# FF        : Windsnelheid (in 0.1 m/s) gemiddeld over de laatste 10 minuten van het afgelopen uur / Mean wind speed (in 0.1 m/s) during the 10-minute period preceding the time of observation
# FX        : Hoogste windstoot (in 0.1 m/s) over het afgelopen uurvak / Maximum wind gust (in 0.1 m/s) during the hourly division
# SQ        : Duur van de zonneschijn (in 0.1 uren) per uurvak; berekend uit globale straling  (-1 for <0.05 uur) / Sunshine duration (in 0.1 hour) during the hourly division; calculated from global radiation (-1 for <0.05 hour)
# Q         : Globale straling (in J/cm2) per uurvak / Global radiation (in J/cm2) during the hourly division
# STN,YYYYMMDD,   HH,    T, T10N,   TD,   DR,   RH,   DD,   FH,   FF,   FX,   SQ,    Q
  260,20221004,   22,  157,     ,  121,    0,    0,  200,   40,   30,   80,    0,    0
  260,20221004,   23,  155,     ,  121,    0,    0,  190,   30,   30,   70,    0,    0
  260,20221004,   24,  154,  150,  121,    0,    0,  200,   30,   40,   70,    0,    0
  260,20221005,    1,  153,     ,  120,    0,    0,  210,   40,   30,   70,    0,    0
  260,20221005,    2,  148,     ,  120,    0,    0,  180,   40,   40,   70,    0,    0
  260,20221005,    3,  147,     ,  118,    0,    0,  190,   40,   40,   80,    0,    0
  260,20221005,    4,  149,     ,  118,    0,    0,  190,   40,   50,   70,    0,    0
  260,20221005,    5,  151,     ,  110,    0,    0,  200,   40,   40,   70,    0,    0
  260,20221005,    6,  152,  141,  106,    0,    0,  200,   50,   50,  100,    0,    1
  260,20221005,    7,  153,     ,  109,    0,    0,  190,   40,   20,  100,    0,    7
  260,20221005,    8,  154,     ,  112,    0,    0,  200,   50,   50,  100,    0,   16
  260,20221005,    9,  157,     ,  112,    0,    0,  210,   50,   50,  110,    0,   30
  260,20221005,   10,  163,     ,  114,    0,    0,  200,   60,   70,  120,    0,   62
  260,20221005,   11,  166,     ,  120,    0,    0,  200,   60,   50,  120,    0,   54
  260,20221005,   12,  171,  148,  120,    0,    0,  210,   50,   60,  100,    0,   47
  260,20221005,   13,  175,     ,  120,    0,    0,  220,   60,   70,  120,    0,   69
  260,20221005,   14,  181,     ,  118,    0,    0,  220,   70,   60,  130,    1,   65
  260,20221005,   15,  177,     ,  114,    0,    0,  220,   70,   70,  140,    4,   67
  260,20221005,   16,  174,     ,  111,    0,    0,  200,   70,   70,  140,    0,   25
  260,20221005,   17,  170,     ,  115,    0,    0,  200,   70,   70,  140,    0,    5
  260,20221005,   18,  171,  166,  119,    0,    0,  200,   70,   70,  120,    0,    1
  260,20221005,   19,  175,     ,  124,    0,    0,  210,   70,   70,  130,    0,    0
  260,20221005,   20,  139,     ,  117,    7,   16,  250,   70,   50,  140,    0,    0
  260,20221005,   21,  141,     ,  126,    0,   -1,  260,   30,   30,   90,    0,    0
  260,20221005,   22,  130,     ,  111,    3,    1,  230,   40,   30,  140,    0,    0
  260,20221005,   23,  134,     ,  109,    0,    0,  240,   40,   30,   90,    0,    0
  260,20221005,   24,  132,  122,   99,    0,   -1,  230,   30,   30,   60,    0,    0
  260,20221006,    1,  129,     ,   89,    0,    0,  240,   30,   30,   80,    0,    0
  260,20221006,    2,  122,     ,   80,    0,    0,  240,   30,   20,   70,    0,    0
  260,20221006,    3,  115,     ,   77,    0,    0,  230,   30,   30,   50,    0,    0
  260,20221006,    4,  117,     ,   76,    0,    0,  230,   30,   30,   60,    0,    0
  260,20221006,    5,  111,     ,   75,    0,    0,  230,   30,   30,   60,    0,    0
  260,20221006,    6,   99,   76,   74,    0,    0,  220,   30,   20,   50,    0,    1
  260,20221006,    7,  116,     ,   77,    0,    0,  210,   30,   30,   40,    7,   23
  260,20221006,    8,  132,     ,   80,    0,    0,  210,   30,   30,   60,   10,   72
  260,20221006,    9,  146,     ,   83,    0,    0,  240,   40,   40,   70,   10,  122
  260,20221006,   10,  157,     ,   86,    0,    0,  230,   50,   60,  100,   10,  161
  260,20221006,   11,  163,     ,   76,    0,    0,  240,   50,   50,  100,   10,  177
  260,20221006,   12,  164,   77,   75,    0,    0,  240,   50,   50,  100,   10,  176
  260,20221006,   13,  170,     ,   70,    0,    0,  230,   50,   50,  110,   10,  192
  260,20221006,   14,  167,     ,   56,    0,    0,  230,   60,   60,  100,   10,  159
  260,20221006,   15,  163,     ,   65,    0,    0,  230,   60,   60,  100,   10,  113
  260,20221006,   16,  154,     ,   63,    0,    0,  230,   50,   50,   90,   10,   66
  260,20221006,   17,  140,     ,   72,    0,    0,  220,   40,   30,   90,    5,   18
  260,20221006,   18,  124,   98,   74,    0,    0,  200,   30,   30,   50,    0,    0
  260,20221006,   19,   89,     ,   71,    0,    0,  190,   20,   10,   40,    0,    0
  260,20221006,   20,   79,     ,   64,    0,    0,  190,   20,   20,   40,    0,    0
  260,20221006,   21,   85,     ,   67,    0,    0,  170,   20,   20,   40,    0,    0
  260,20221006,   22,   67,     ,   57,    0,    0,  150,   10,   20,   30,    0,    0
  260,20221006,   23,   71,     ,   61,    0,    0,  180,   20,   10,   30,    0,    0
  260,20221006,   24,   73,   29,   62,    0,    0,  180,   20,   20,   30,    0,    0
  260,20221007,    1,  108,     ,   79,    0,    0,  200,   30,   40,   60,    0,    0
  260,20221007,    2,   91,     ,   72,    0,    0,  180,   30,   20,   50,    0,    0
  260,20221007,    3,   89,     ,   71,    0,    0,  190,   20,   20,   50,    0,    0
  260,20221007,    4,   91,     ,   74,    0,    0,  180,   20,   30,   40,    0,    0
  260,20221007,    5,   93,     ,   73,    0,    0,  180,   20,   20,   60,    0,    0
  260,20221007,    6,  102,   32,   76,    0,    0,  180,   30,   30,   60,    0,    1
  260,20221007,    7,  113,     ,   81,    0,    0,  200,   40,   50,   80,    0,   12
  260,20221007,    8,  128,     ,   87,    0,    0,  200,   50,   50,   90,   10,   67
  260,20221007,    9,  138,     ,   95,    0,    0,  200,   40,   50,   90,   10,   91
  260,20221007,   10,  145,     ,  100,    0,    0,  210,   50,   50,   90,    5,  105
  260,20221007,   11,  163,     ,  107,    0,    0,  220,   50,   50,   90,    9,  167
  260,20221007,   12,  165,   93,  102,    0,    0,  210,   50,   50,  100,    0,  100
  260,20221007,   13,  170,     ,  104,    0,    0,  220,   50,   50,  100,    1,   90
  260,20221007,   14,  170,     ,  103,    0,    0,  220,   40,   30,   90,    1,   75
  260,20221007,   15,  171,     ,  102,    0,    0,  210,   40,   50,   90,    2,   57
  260,20221007,   16,  164,     ,  101,    0,    0,  200,   40,   30,   80,    2,   29
  260,20221007,   17,  155,     ,  100,    0,    0,  200,   40,   30,   70,    5,   11
  260,20221007,   18,  151,  139,   97,    0,    0,  210,   40,   30,   80,    0,    0
  260,20221007,   19,  147,     ,   95,    0,    0,  200,   40,   40,   60,    0,    0
  260,20221007,   20,  139,     ,   90,    0,    0,  200,   40,   40,   70,    0,    0
  260,20221007,   21,  132,     ,   88,    0,    0,  200,   40,   40,   60,    0,    0
  260,20221007,   22,  134,     ,   91,    0,    0,  210,   40,   40,   90,    0,    0
  260,20221007,   23,  135,     ,   97,    0,    0,  210,   40,   40,   80,    0,    0
  260,20221007,   24,  127,  120,  104,    0,   -1,  230,   40,   30,   90,    0,    0
  260,20221008,    1,  126,     ,  107,    0,   -1,  220,   30,   30,   60,    0,    0
  260,20221008,    2,  123,     ,  112,    3,    1,  220,   30,   30,   50,    0,    0
  260,20221008,    3,  119,     ,  111,    0,    0,  220,   30,   30,   50,    0,    0
  260,20221008,    4,  116,     ,  108,    0,    0,  240,   20,   20,   40,    0,    0
  260,20221008,    5,  110,     ,  100,    0,    0,  240,   20,   20,   40,    0,    0
  260,20221008,    6,  105,   90,   89,    0,    0,  240,   20,   20,   40,    0,    0
  260,20221008,    7,  115,     ,   86,    0,    0,  240,   20,   20,   40,    7,   20
  260,20221008,    8,  130,     ,   84,    0,    0,  260,   30,   30,   60,   10,   69
  260,20221008,    9,  144,     ,   85,    0,    0,  270,   40,   40,   80,   10,  116
  260,20221008,   10,  144,     ,   86,    0,   -1,  270,   40,   30,  100,    7,  104
  260,20221008,   11,  149,     ,   84,    0,    0,  290,   50,   40,  100,    9,  151
  260,20221008,   12,  154,   89,   85,    3,    1,  270,   40,   30,   80,    4,  103
  260,20221008,   13,  151,     ,   60,    0,    0,  280,   40,   50,   80,   10,  178
  260,20221008,   14,  155,     ,   65,    0,    0,  270,   40,   40,   90,    9,  135
  260,20221008,   15,  145,     ,   71,    0,    0,  270,   40,   40,   90,    8,  107
  260,20221008,   16,  141,     ,   71,    0,    0,  280,   40,   40,   80,   10,   64
  260,20221008,   17,  124,     ,   78,    0,    0,  280,   30,   20,   70,    5,   16
  260,20221008,   18,  112,   81,   77,    0,    0,  260,   20,   20,   40,    0,    0
  260,20221008,   19,   90,     ,   73,    0,    0,  230,   20,   20,   30,    0,    0
  260,20221008,   20,   68,     ,   62,    0,    0,  210,   20,   10,   30,    0,    0
  260,20221008,   21,   59,     ,   54,    0,    0,  190,   10,   10,   20,    0,    0
  260,20221008,   22,   53,     ,   49,    0,    0,  200,   10,   10,   20,    0,    0
  260,20221008,   23,   47,     ,   44,    0,    0,  150,   10,   10,   10,    0,    0
  260,20221008,   24,   43,   17,   40,    0,    0,  130,   10,   10,   10,    0,    0
  260,20221009,    1,   44,     ,   41,    0,    0,  150,   10,   10,   20,    0,    0
  260,20221009,    2,   43,     ,   40,    0,    0,  150,   10,   10,   20,    0,    0
  260,20221009,    3,   41,     ,   38,    0,    0,  150,   10,   20,   20,    0,    0
  260,20221009,    4,   44,     ,   41,    0,    0,  150,   20,   20,   20,    0,    0
  260,20221009,    5,   40,     ,   37,    0,    0,  140,   10,   10,   30,    0,    0
  260,20221009,    6,   36,   -3,   34,    0,    0,  150,   10,   10,   20,    0,    1
  260,20221009,    7,   61,     ,   57,    0,    0,  150,   10,   20,   20,    7,   20
  260,20221009,    8,   84,     ,   62,    0,    0,  150,   20,   20,   40,   10,   67
  260,20221009,    9,  114,     ,   68,    0,    0,  150,   30,   30,   50,   10,  115
  260,20221009,   10,  133,     ,   72,    0,    0,  160,   40,   30,   60,   10,  152
  260,20221009,   11,  149,     ,   79,    0,    0,  160,   40,   40,   70,   10,  177
  260,20221009,   12,  157,   -1,   72,    0,    0,  160,   40,   50,   70,   10,  185
  260,20221009,   13,  164,     ,   60,    0,    0,  170,   40,   30,   80,   10,  176
  260,20221009,   14,  161,     ,   65,    0,    0,  160,   40,   40,   70,   10,  142
  260,20221009,   15,  162,     ,   58,    0,    0,  160,   40,   40,   70,   10,  109
  260,20221009,   16,  154,     ,   68,    0,    0,  130,   40,   30,   70,   10,   61
  260,20221009,   17,  133,     ,   67,    0,    0,  130,   30,   30,   50,    5,   14
  260,20221009,   18,   99,   60,   66,    0,    0,  110,   20,   20,   40,    0,    0
  260,20221009,   19,   75,     ,   58,    0,    0,  110,   20,   10,   30,    0,    0
  260,20221009,   20,   60,     ,   56,    0,    0,  110,   10,   20,   20,    0,    0
  260,20221009,   21,   92,     ,   55,    0,    0,  140,   20,   30,   40,    0,    0
  260,20221009,   22,   96,     ,   54,    0,    0,  150,   30,   30,   50,    0,    0
  260,20221009,   23,   91,     ,   54,    0,    0,  150,   30,   30,   50,    0,    0
  260,20221009,   24,   86,   22,   54,    0,    0,  150,   30,   30,   40,    0,    0
  260,20221010,    1,   84,     ,   54,    0,    0,  160,   30,   30,   50,    0,    0
  260,20221010,    2,   83,     ,   55,    0,    0,  160,   30,   30,   50,    0,    0
  260,20221010,    3,   79,     ,   55,    0,    0,  160,   30,   30,   50,    0,    0
  260,20221010,    4,   69,     ,   53,    0,    0,  160,   20,   20,   40,    0,    0
  260,20221010,    5,   69,     ,   54,    0,    0,  160,   20,   20,   40,    0,    0
  260,20221010,    6,   71,   32,   57,    0,    0,  170,   20,   20,   40,    0,    1
  260,20221010,    7,   90,     ,   68,    0,    0,  180,   20,   20,   40,    7,   23
  260,20221010,    8,  110,     ,   81,    0,    0,  200,   20,   20,   40,    8,   61
  260,20221010,    9,  129,     ,   90,    0,    0,  210,   30,   30,   60,    6,  106
  260,20221010,   10,  139,     ,   98,    0,    0,  210,   30,   30,   50,    0,   71
  260,20221010,   11,  157,     ,  112,    0,    0,  230,   30,   30,   60,    3,  106
  260,20221010,   12,  151,   52,  117,    0,   -1,  240,   30,   30,   60,    0,   49
  260,20221010,   13,  146,     ,  122,    0,   -1,  260,   30,   30,   60,    0,   22
  260,20221010,   14,  126,     ,  115,    6,    3,  310,   40,   40,  100,    0,   11
  260,20221010,   15,  131,     ,  114,    5,    1,  300,   30,   20,   80,    0,   43
  260,20221010,   16,  137,     ,   93,    0,    0,  320,   30,   20,   60,   10,   54
  260,20221010,   17,  120,     ,   81,    0,    0,  300,   20,   20,   40,    3,   19
  260,20221010,   18,   88,   62,   77,    0,    0,  270,   20,   20,   30,    0,    0
  260,20221010,   19,   81,     ,   74,    0,    0,  270,   10,   20,   30,    0,    0
  260,20221010,   20,   73,     ,   68,    0,    0,  260,   20,   20,   30,    0,    0
  260,20221010,   21,   51,     ,   48,    0,    0,  270,   20,   20,   30,    0,    0
  260,20221010,   22,   45,     ,   39,    0,    0,  260,   10,   10,   30,    0,    0
  260,20221010,   23,   44,     ,   41,    0,    0,  210,   10,   10,   20,    0,    0
  260,20221010,   24,   34,   10,   31,    0,    0,    0,   10,    0,   10,    0,    0
  260,20221011,    1,   28,     ,   25,    0,    0,    0,   10,    0,   10,    0,    0
  260,20221011,    2,   25,     ,   23,    0,    0,  190,   10,   10,   10,    0,    0
  260,20221011,    3,   21,     ,   18,    0,    0,  160,   10,   10,   10,    0,    0
  260,20221011,    4,   19,     ,   16,    0,    0,  150,   10,   10,   20,    0,    0
  260,20221011,    5,   22,     ,   19,    0,    0,  140,   10,   10,   20,    0,    0
  260,20221011,    6,   24,   -6,   21,    0,    0,  140,   10,   10,   20,    0,    1
  260,20221011,    7,   46,     ,   42,    0,    0,  170,   10,   10,   30,    3,   17
  260,20221011,    8,   73,     ,   47,    0,    0,  190,   10,   10,   20,    3,   47
  260,20221011,    9,  118,     ,   51,    0,    0,  200,   10,   20,   20,   10,  100
  260,20221011,   10,  147,     ,   60,    0,    0,  230,   20,   30,   40,   10,  155
  260,20221011,   11,  148,     ,   69,    0,    0,  220,   20,   20,   40,   10,  163
  260,20221011,   12,  148,   -4,   65,    0,    0,  330,   20,   20,   50,    5,  121
  260,20221011,   13,  154,     ,   65,    0,    0,  340,   10,   20,   40,    6,  127
  260,20221011,   14,  165,     ,   62,    0,    0,  240,   20,   20,   40,    9,  144
  260,20221011,   15,  147,     ,   78,    0,    0,  330,   20,   20,   40,    3,   64
  260,20221011,   16,  153,     ,   70,    0,    0,  350,   10,   10,   30,    8,   48
  260,20221011,   17,  122,     ,   90,    0,    0,  310,   10,   10,   30,    3,   12
  260,20221011,   18,  104,   89,   89,    0,    0,   50,   10,   10,   20,    0,    0
  260,20221011,   19,   88,     ,   80,    0,    0,    0,    0,    0,   10,    0,    0
  260,20221011,   20,   69,     ,   66,    0,    0,   70,    0,   10,   10,    0,    0
  260,20221011,   21,   57,     ,   54,    0,    0,    0,    0,    0,   10,    0,    0
  260,20221011,   22,   48,     ,   45,    0,    0,    0,    0,    0,   10,    0,    0
  260,20221011,   23,   48,     ,   41,    0,    0,    0,   10,    0,   10,    0,    0
  260,20221011,   24,   39,   13,   37,    0,    0,  100,   10,   10,   10,    0,    0
  260,20221012,    1,   37,     ,   33,    0,    0,  130,   10,   10,   10,    0,    0
  260,20221012,    2,   39,     ,   37,    0,    0,  110,   10,   10,   10,    0,    0
  260,20221012,    3,   37,     ,   34,    0,    0,  130,   10,   10,   20,    0,    0
  260,20221012,    4,   35,     ,   32,    0,    0,  140,   10,   10,   10,    0,    0
  260,20221012,    5,   29,     ,   26,    0,    0,  120,   10,   10,   10,    0,    0
  260,20221012,    6,   29,   -2,   27,    0,    0,  120,   10,   10,   10,    0,    0
  260,20221012,    7,   43,     ,   42,    0,    0,  150,   10,   10,   20,    0,   13
  260,20221012,    8,   73,     ,   62,    0,    0,  150,   10,   20,   30,    3,   40
  260,20221012,    9,  104,     ,   73,    0,    0,  170,   20,   20,   30,    9,  102
  260,20221012,   10,  124,     ,   71,    0,    0,  140,   20,   20,   30,   10,  143
  260,20221012,   11,  136,     ,   63,    0,    0,  170,   20,   30,   50,   10,  161
  260,20221012,   12,  140,    3,   67,    0,    0,  160,   30,   30,   60,    9,  154
  260,20221012,   13,  140,     ,   77,    0,    0,  170,   30,   30,   60,    3,  108
  260,20221012,   14,  150,     ,   73,    0,    0,  200,   30,   40,   60,    2,   85
  260,20221012,   15,  153,     ,   73,    0,    0,  190,   30,   30,   60,   10,  104
  260,20221012,   16,  145,     ,   79,    0,    0,  210,   30,   30,   60,   10,   65
  260,20221012,   17,  110,     ,   79,    0,    0,  200,   20,   20,   50,    3,    7
  260,20221012,   18,   85,   57,   74,    0,   -1,  210,   10,   10,   20,    0,    0
  260,20221012,   19,   87,     ,   79,    0,    0,  140,   10,   10,   20,    0,    0
  260,20221012,   20,   73,     ,   66,    0,    0,  160,   20,   20,   20,    0,    0
  260,20221012,   21,   76,     ,   69,    0,    0,  160,   20,   20,   30,    0,    0
  260,20221012,   22,   94,     ,   74,    0,    0,  170,   20,   20,   40,    0,    0
  260,20221012,   23,  101,     ,   77,    0,    0,  180,   20,   10,   40,    0,    0
  260,20221012,   24,   99,   44,   80,    0,    0,  150,   20,   20,   30,    0,    0
  260,20221013,    1,  105,     ,   88,    0,    0,  180,   20,   10,   30,    0,    0
  260,20221013,    2,  121,     ,   92,    0,    0,  180,   20,   20,   50,    0,    0
  260,20221013,    3,  121,     ,   98,    0,   -1,  200,   20,   20,   40,    0,    0
  260,20221013,    4,  124,     ,   99,    0,   -1,  190,   30,   30,   50,    0,    0
  260,20221013,    5,  123,     ,  101,    0,   -1,  200,   30,   30,   50,    0,    0
  260,20221013,    6,  125,   89,  106,    0,   -1,  210,   30,   30,   60,    0,    0
  260,20221013,    7,  125,     ,  112,    5,    1,  210,   30,   30,   50,    0,    3
  260,20221013,    8,  131,     ,  118,    0,    0,  210,   30,   30,   60,    0,   11
  260,20221013,    9,  136,     ,  121,    0,   -1,  190,   30,   40,   60,    0,   40
  260,20221013,   10,  142,     ,  120,    0,   -1,  200,   30,   20,   60,    0,   47
  260,20221013,   11,  148,     ,  121,    0,   -1,  200,   30,   30,   50,    1,   76
  260,20221013,   12,  146,  118,  118,    0,   -1,  180,   30,   30,   50,    0,   58
  260,20221013,   13,  141,     ,  114,    0,    0,  180,   30,   40,   60,    0,   34
  260,20221013,   14,  144,     ,  117,    0,    0,  180,   30,   30,   60,    0,   40
  260,20221013,   15,  143,     ,  115,    0,    0,  190,   30,   30,   50,    0,   18
  260,20221013,   16,  143,     ,  117,    0,    0,  200,   30,   30,   50,    0,    9
  260,20221013,   17,  131,     ,  119,    0,   -1,  310,   20,   20,   50,    0,    2
  260,20221013,   18,  124,  120,  114,    0,    0,  270,   20,   20,   40,    0,    0
  260,20221013,   19,  115,     ,  106,    0,    0,  270,   20,   10,   40,    0,    0
  260,20221013,   20,   83,     ,   80,    0,    0,  220,   10,   10,   20,    0,    0
  260,20221013,   21,   69,     ,   66,    0,    0,  210,   10,   10,   20,    0,    0
  260,20221013,   22,   63,     ,   60,    0,    0,  140,   10,   10,   20,    0,    0
  260,20221013,   23,   85,     ,   83,    0,    0,  140,   10,   10,   30,    0,    0
  260,20221013,   24,   83,   38,   82,    0,    0,  140,   10,   10,   20,    0,    0
  260,20221014,    1,   84,     ,   81,    0,    0,  110,   10,   20,   40,    0,    0
  260,20221014,    2,   93,     ,   92,    0,   -1,  150,   10,   10,   40,    0,    0
  260,20221014,    3,  100,     ,   98,    0,    0,  110,   10,   10,   20,    0,    0
  260,20221014,    4,  106,     ,  103,    5,    1,  100,   10,   20,   30,    0,    0
  260,20221014,    5,  116,     ,  114,    0,   -1,  130,   20,   20,   30,    0,    0
  260,20221014,    6,  122,   80,  120,    2,    2,  140,   30,   30,   50,    0,    1
  260,20221014,    7,  127,     ,  124,    9,    5,  150,   30,   30,   50,    0,    3
  260,20221014,    8,  132,     ,  129,   10,    2,  160,   30,   20,   50,    0,    9
  260,20221014,    9,  138,     ,  134,    0,   -1,  170,   30,   30,   60,    0,   16
  260,20221014,   10,  143,     ,  136,    0,   -1,  180,   30,   40,   60,    0,   22
  260,20221014,   11,  146,     ,  139,    4,    2,  180,   30,   30,   60,    0,   23
  260,20221014,   12,  149,  121,  143,   10,   12,  180,   30,   30,   50,    0,   35
  260,20221014,   13,  154,     ,  146,    7,    4,  220,   20,   20,   40,    0,   35
  260,20221014,   14,  151,     ,  139,    0,   -1,  230,   30,   20,   60,    0,   37
  260,20221014,   15,  157,     ,  136,    0,    0,  240,   30,   30,   50,    2,   55
  260,20221014,   16,  150,     ,  122,    0,    0,  260,   20,   20,   50,    2,   23
  260,20221014,   17,  136,     ,  123,    0,    0,  230,   20,   10,   40,    0,    4
  260,20221014,   18,  134,  116,  117,    0,    0,  230,   20,   20,   30,    0,    0
  260,20221014,   19,  126,     ,  115,    0,    0,  210,   20,   20,   30,    0,    0
  260,20221014,   20,  121,     ,  114,    0,    0,  230,   20,   20,   40,    0,    0
  260,20221014,   21,  112,     ,  106,    0,    0,  220,   20,   10,   30,    0,    0
  260,20221014,   22,  116,     ,  110,    0,    0,  210,   20,   20,   30,    0,    0
  260,20221014,   23,   99,     ,   97,    0,    0,  180,   10,   10,   20,    0,    0
  260,20221014,   24,  103,   72,   99,    0,    0,  200,   10,   20,   30,    0,    0
  260,20221015,    1,  112,     ,  109,    0,    0,  190,   10,   10,   30,    0,    0
  260,20221015,    2,  110,     ,  104,    0,    0,  190,   20,   20,   30,    0,    0
  260,20221015,    3,  113,     ,  107,    0,    0,  180,   20,   20,   40,    0,    0
  260,20221015,    4,   95,     ,   93,    0,    0,  160,   10,   20,   30,    0,    0
  260,20221015,    5,  122,     ,  117,    0,    0,  190,   20,   30,   60,    0,    0
  260,20221015,    6,  124,   59,  119,    0,    0,  200,   30,   30,   50,    0,    0
  260,20221015,    7,  127,     ,  121,    0,    0,  180,   30,   30,   60,    0,    4
  260,20221015,    8,  133,     ,  123,    0,    0,  170,   40,   30,   60,    0,   16
  260,20221015,    9,  144,     ,  126,    0,    0,  160,   30,   30,   60,    2,   50
  260,20221015,   10,  141,     ,  128,    2,   10,  160,   40,   30,   90,    0,   33
  260,20221015,   11,  142,     ,  136,   10,   12,  170,   30,   30,   60,    0,   34
  260,20221015,   12,  149,  121,  143,    8,    4,  180,   40,   40,   60,    0,   32
  260,20221015,   13,  156,     ,  147,    8,    2,  230,   40,   40,   70,    0,   27
  260,20221015,   14,  162,     ,  146,    2,    4,  230,   40,   40,   80,    1,   47
  260,20221015,   15,  160,     ,  121,    0,    0,  240,   40,   50,   90,    4,   60
  260,20221015,   16,  153,     ,  115,    0,    0,  220,   40,   40,   70,   10,   49
  260,20221015,   17,  140,     ,  112,    0,    0,  210,   30,   30,   70,    2,    8
  260,20221015,   18,  136,  122,  106,    0,    0,  200,   30,   30,   60,    0,    0
  260,20221015,   19,  140,     ,  104,    0,    0,  190,   30,   30,   70,    0,    0
  260,20221015,   20,  148,     ,  102,    0,    0,  210,   40,   50,   90,    0,    0
  260,20221015,   21,  144,     ,  101,    0,    0,  200,   40,   40,   90,    0,    0
  260,20221015,   22,  142,     ,  100,    0,    0,  200,   40,   40,   80,    0,    0
  260,20221015,   23,  137,     ,   97,    0,    0,  200,   40,   40,   70,    0,    0
  260,20221015,   24,  134,  120,   94,    0,    0,  190,   40,   40,   70,    0,    0
  260,20221016,    1,  137,     ,   99,    0,    0,  200,   40,   50,   80,    0,    0
  260,20221016,    2,  137,     ,  103,    0,   -1,  190,   50,   40,   90,    0,    0
  260,20221016,    3,  134,     ,  105,    0,    0,  200,   40,   40,   80,    0,    0
  260,20221016,    4,  133,     ,  105,    0,    0,  200,   40,   50,   90,    0,    0
  260,20221016,    5,  128,     ,  105,    0,    0,  200,   50,   50,   90,    0,    0
  260,20221016,    6,  127,  119,  107,    0,   -1,  210,   40,   30,   80,    0,    0
  260,20221016,    7,  129,     ,  108,    2,    2,  210,   40,   50,  100,    0,    4
  260,20221016,    8,  137,     ,  114,    0,    0,  210,   50,   40,   80,    2,   34
  260,20221016,    9,  150,     ,  115,    0,    0,  210,   50,   40,   90,   10,   98
  260,20221016,   10,  164,     ,  118,    0,    0,  220,   50,   40,  100,   10,  146
  260,20221016,   11,  169,     ,  113,    0,    0,  220,   50,   50,   90,    9,  126
  260,20221016,   12,  172,  122,   99,    0,    0,  220,   50,   50,  110,   10,  153
  260,20221016,   13,  177,     ,   93,    0,    0,  210,   40,   40,   80,   10,  143
  260,20221016,   14,  172,     ,   98,    0,    0,  220,   40,   30,   80,    9,  103
  260,20221016,   15,  169,     ,  108,    0,    0,  200,   20,   10,   50,    5,   57
  260,20221016,   16,  151,     ,  114,    0,    0,  120,   10,   10,   20,    2,   22
  260,20221016,   17,  133,     ,  120,    0,    0,  110,   10,   10,   20,    0,    3
  260,20221016,   18,  128,  116,  117,    0,    0,   70,   10,   10,   20,    0,    0
  260,20221016,   19,  127,     ,  115,    0,   -1,   90,   10,   10,   30,    0,    0
